# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2023-07-12 15:04:36 EDT       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01470870 Blue Marsh Lake near Bernville, PA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01470870
#            TS   parameter     statistic     Description
#        307658       00062     00003     Elevation of reservoir water surface above datum, feet (Mean)
#        307982       00062     00001     Elevation of reservoir water surface above datum, feet (Maximum)
#        307983       00062     00002     Elevation of reservoir water surface above datum, feet (Minimum)
#
# Data-value qualification codes included in this output:
#
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#
agency_cd	site_no	datetime	307658_00062_00003	307658_00062_00003_cd	307982_00062_00001	307982_00062_00001_cd	307983_00062_00002	307983_00062_00002_cd
USGS	01470870	2007-07-23	290.19	A	290.21	A	290.18	A
USGS	01470870	2007-07-24	290.19	A	290.20	A	290.18	A
USGS	01470870	2007-07-25	290.19	A	290.20	A	290.18	A
USGS	01470870	2007-07-26	290.20	A	290.21	A	290.19	A
USGS	01470870	2007-07-27	290.22	A	290.31	A	290.18	A
USGS	01470870	2007-07-28	290.35	A	290.38	A	290.31	A
USGS	01470870	2007-07-29	290.45	A	290.55	A	290.30	A
USGS	01470870	2007-07-30	290.47	A	290.54	A	290.38	A
USGS	01470870	2007-07-31	290.31	A	290.38	A	290.26	A
USGS	01470870	2007-08-01	290.23	A	290.26	A	290.22	A
USGS	01470870	2007-08-02	290.20	A	290.22	A	290.19	A
USGS	01470870	2007-08-03	290.18	A	290.20	A	290.17	A
USGS	01470870	2007-08-04	290.17	A	290.19	A	290.16	A
USGS	01470870	2007-08-05	290.17	A	290.18	A	290.16	A
USGS	01470870	2007-08-06	290.19	A	290.20	A	290.17	A
USGS	01470870	2007-08-07	290.20	A	290.21	A	290.18	A
USGS	01470870	2007-08-08	290.20	A	290.22	A	290.19	A
USGS	01470870	2007-08-09	290.20	A	290.22	A	290.19	A
USGS	01470870	2007-08-10	290.22	A	290.24	A	290.20	A
USGS	01470870	2007-08-11	290.19	A	290.21	A	290.16	A
USGS	01470870	2007-08-12	290.14	A	290.16	A	290.12	A
USGS	01470870	2007-08-13	290.11	A	290.12	A	290.09	A
USGS	01470870	2007-08-14	290.10	A	290.11	A	290.09	A
USGS	01470870	2007-08-15	290.08	A	290.09	A	290.06	A
USGS	01470870	2007-08-16	290.06	A	290.07	A	290.05	A
USGS	01470870	2007-08-17	290.06	A	290.07	A	290.04	A
USGS	01470870	2007-08-18	290.05	A	290.07	A	290.04	A
USGS	01470870	2007-08-19	290.06	A	290.10	A	290.04	A
USGS	01470870	2007-08-20	290.14	A	290.20	A	290.09	A
USGS	01470870	2007-08-21	290.27	A	290.36	A	290.19	A
USGS	01470870	2007-08-22	290.31	A	290.38	A	290.19	A
USGS	01470870	2007-08-23	290.07	A	290.19	A	290.03	A
USGS	01470870	2007-08-24	290.06	A	290.09	A	290.03	A
USGS	01470870	2007-08-25	290.12	A	290.15	A	290.08	A
USGS	01470870	2007-08-26	290.28	A	290.34	A	290.14	A
USGS	01470870	2007-08-27	290.13	A	290.23	A	290.08	A
USGS	01470870	2007-08-28	290.07	A	290.08	A	290.05	A
USGS	01470870	2007-08-29	290.10	A	290.11	A	290.08	A
USGS	01470870	2007-08-30	290.12	A	290.15	A	290.10	A
USGS	01470870	2007-08-31	290.15	A	290.16	A	290.14	A
USGS	01470870	2007-09-01	290.16	A	290.19	A	290.14	A
USGS	01470870	2007-09-02	290.16	A	290.19	A	290.15	A
USGS	01470870	2007-09-03	290.16	A	290.17	A	290.15	A
USGS	01470870	2007-09-04	290.16	A	290.16	A	290.15	A
USGS	01470870	2007-09-05	290.15	A	290.16	A	290.14	A
USGS	01470870	2007-09-06	290.13	A	290.14	A	290.12	A
USGS	01470870	2007-09-07	290.12	A	290.13	A	290.11	A
USGS	01470870	2007-09-08	290.10	A	290.12	A	290.09	A
USGS	01470870	2007-09-09	290.08	A	290.09	A	290.07	A
USGS	01470870	2007-09-10	290.08	A	290.10	A	290.07	A
USGS	01470870	2007-09-11	290.19	A	290.31	A	290.08	A
USGS	01470870	2007-09-12	290.29	A	290.34	A	290.23	A
USGS	01470870	2007-09-13	290.16	A	290.23	A	290.11	A
USGS	01470870	2007-09-14	290.10	A	290.12	A	290.09	A
USGS	01470870	2007-09-15	290.13	A	290.17	A	290.11	A
USGS	01470870	2007-09-16	290.14	A	290.15	A	290.13	A
USGS	01470870	2007-09-17	290.14	A	290.15	A	290.13	A
USGS	01470870	2007-09-18	290.15	A	290.16	A	290.14	A
USGS	01470870	2007-09-19	290.17	A	290.18	A	290.16	A
USGS	01470870	2007-09-20	290.17	A	290.19	A	290.14	A
USGS	01470870	2007-09-21	290.11	A	290.14	A	290.09	A
USGS	01470870	2007-09-22	290.10	A	290.11	A	290.09	A
USGS	01470870	2007-09-23	290.10	A	290.11	A	290.09	A
USGS	01470870	2007-09-24	290.09	A	290.10	A	290.07	A
USGS	01470870	2007-09-25	290.06	A	290.08	A	290.05	A
USGS	01470870	2007-09-26	290.03	A	290.05	A	290.02	A
USGS	01470870	2007-09-27	290.05	A	290.06	A	290.02	A
USGS	01470870	2007-09-28	290.05	A	290.09	A	290.03	A
USGS	01470870	2007-09-29	290.05	A	290.07	A	290.04	A
USGS	01470870	2007-09-30	290.05	A	290.06	A	290.04	A
USGS	01470870	2007-10-01	290.05	A	290.06	A	290.04	A
USGS	01470870	2007-10-02	290.06	A	290.06	A	290.05	A
USGS	01470870	2007-10-03	290.04	A	290.07	A	289.98	A
USGS	01470870	2007-10-04	289.89	A	289.98	A	289.81	A
USGS	01470870	2007-10-05	289.73	A	289.81	A	289.65	A
USGS	01470870	2007-10-06	289.57	A	289.65	A	289.49	A
USGS	01470870	2007-10-07	289.41	A	289.49	A	289.33	A
USGS	01470870	2007-10-08	289.25	A	289.33	A	289.16	A
USGS	01470870	2007-10-09	289.10	A	289.16	A	289.04	A
USGS	01470870	2007-10-10	289.03	A	289.07	A	289.01	A
USGS	01470870	2007-10-11	289.07	A	289.10	A	289.03	A
USGS	01470870	2007-10-12	289.05	A	289.09	A	288.99	A
USGS	01470870	2007-10-13	288.95	A	289.00	A	288.89	A
USGS	01470870	2007-10-14	288.84	A	288.89	A	288.78	A
USGS	01470870	2007-10-15	288.70	A	288.79	A	288.60	A
USGS	01470870	2007-10-16	288.49	A	288.60	A	288.39	A
USGS	01470870	2007-10-17	288.29	A	288.39	A	288.18	A
USGS	01470870	2007-10-18	288.08	A	288.18	A	287.97	A
USGS	01470870	2007-10-19	287.88	A	287.98	A	287.80	A
USGS	01470870	2007-10-20	287.73	A	287.82	A	287.63	A
USGS	01470870	2007-10-21	287.53	A	287.64	A	287.43	A
USGS	01470870	2007-10-22	287.33	A	287.43	A	287.22	A
USGS	01470870	2007-10-23	287.12	A	287.22	A	287.03	A
USGS	01470870	2007-10-24	286.97	A	287.03	A	286.91	A
USGS	01470870	2007-10-25	286.84	A	286.91	A	286.75	A
USGS	01470870	2007-10-26	286.71	A	286.76	A	286.66	A
USGS	01470870	2007-10-27	287.47	A	288.29	A	286.76	A
USGS	01470870	2007-10-28	288.54	A	288.72	A	288.29	A
USGS	01470870	2007-10-29	288.77	A	288.81	A	288.72	A
USGS	01470870	2007-10-30	288.59	A	288.74	A	288.33	A
USGS	01470870	2007-10-31	288.02	A	288.33	A	287.70	A
USGS	01470870	2007-11-01	287.37	A	287.70	A	287.01	A
USGS	01470870	2007-11-02	286.72	A	287.01	A	286.51	A
USGS	01470870	2007-11-03	286.34	A	286.51	A	286.16	A
USGS	01470870	2007-11-04	285.97	A	286.16	A	285.77	A
USGS	01470870	2007-11-05	285.58	A	285.77	A	285.39	A
USGS	01470870	2007-11-06	285.23	A	285.40	A	285.11	A
USGS	01470870	2007-11-07	285.03	A	285.11	A	284.99	A
USGS	01470870	2007-11-08	284.97	A	284.99	A	284.96	A
USGS	01470870	2007-11-09	284.96	A	284.97	A	284.95	A
USGS	01470870	2007-11-10	284.95	A	284.95	A	284.94	A
USGS	01470870	2007-11-11	284.93	A	284.95	A	284.91	A
USGS	01470870	2007-11-12	284.90	A	284.92	A	284.88	A
USGS	01470870	2007-11-13	284.91	A	284.92	A	284.89	A
USGS	01470870	2007-11-14	284.90	A	284.92	A	284.89	A
USGS	01470870	2007-11-15	285.02	A	285.15	A	284.90	A
USGS	01470870	2007-11-16	285.18	A	285.21	A	285.15	A
USGS	01470870	2007-11-17	285.12	A	285.16	A	285.08	A
USGS	01470870	2007-11-18	285.04	A	285.08	A	285.01	A
USGS	01470870	2007-11-19	285.04	A	285.05	A	285.02	A
USGS	01470870	2007-11-20	285.08	A	285.15	A	285.04	A
USGS	01470870	2007-11-21	285.22	A	285.28	A	285.15	A
USGS	01470870	2007-11-22	285.31	A	285.35	A	285.27	A
USGS	01470870	2007-11-23	285.30	A	285.32	A	285.26	A
USGS	01470870	2007-11-24	285.23	A	285.27	A	285.18	A
USGS	01470870	2007-11-25	285.13	A	285.19	A	285.07	A
USGS	01470870	2007-11-26	285.16	A	285.32	A	285.06	A
USGS	01470870	2007-11-27	285.46	A	285.57	A	285.32	A
USGS	01470870	2007-11-28	285.17	A	285.37	A	285.07	A
USGS	01470870	2007-11-29	285.07	A	285.12	A	285.04	A
USGS	01470870	2007-11-30	285.14	A	285.16	A	285.11	A
USGS	01470870	2007-12-01	285.15	A	285.17	A	285.13	A
USGS	01470870	2007-12-02	285.11	A	285.15	A	285.09	A
USGS	01470870	2007-12-03	285.20	A	285.26	A	285.13	A
USGS	01470870	2007-12-04	285.18	A	285.26	A	285.13	A
USGS	01470870	2007-12-05	285.11	A	285.14	A	285.09	A
USGS	01470870	2007-12-06	285.16	A	285.17	A	285.14	A
USGS	01470870	2007-12-07	285.17	A	285.18	A	285.16	A
USGS	01470870	2007-12-08	285.18	A	285.19	A	285.17	A
USGS	01470870	2007-12-09	285.19	A	285.26	A	285.17	A
USGS	01470870	2007-12-10	285.33	A	285.38	A	285.26	A
USGS	01470870	2007-12-11	285.17	A	285.27	A	285.09	A
USGS	01470870	2007-12-12	285.06	A	285.10	A	285.04	A
USGS	01470870	2007-12-13	285.18	A	285.62	A	285.01	A
USGS	01470870	2007-12-14	285.86	A	285.96	A	285.62	A
USGS	01470870	2007-12-15	285.52	A	285.79	A	285.23	A
USGS	01470870	2007-12-16	285.23	A	285.28	A	285.18	A
USGS	01470870	2007-12-17	285.18	A	285.30	A	285.07	A
USGS	01470870	2007-12-18	285.02	A	285.07	A	284.99	A
USGS	01470870	2007-12-19	285.01	A	285.02	A	285.00	A
USGS	01470870	2007-12-20	285.01	A	285.03	A	284.99	A
USGS	01470870	2007-12-21	285.01	A	285.02	A	285.00	A
USGS	01470870	2007-12-22	284.96	A	285.00	A	284.92	A
USGS	01470870	2007-12-23	284.94	A	285.08	A	284.88	A
USGS	01470870	2007-12-24	285.23	A	285.36	A	285.07	A
USGS	01470870	2007-12-25	285.44	A	285.52	A	285.36	A
USGS	01470870	2007-12-26	285.48	A	285.55	A	285.35	A
USGS	01470870	2007-12-27	285.19	A	285.35	A	285.11	A
USGS	01470870	2007-12-28	285.08	A	285.12	A	285.06	A
USGS	01470870	2007-12-29	285.38	A	285.60	A	285.11	A
USGS	01470870	2007-12-30	285.75	A	285.93	A	285.60	A
USGS	01470870	2007-12-31	286.12	A	286.20	A	285.93	A
USGS	01470870	2008-01-01	285.95	A	286.09	A	285.80	A
USGS	01470870	2008-01-02	285.59	A	285.81	A	285.35	A
USGS	01470870	2008-01-03	285.13	A	285.35	A	285.00	A
USGS	01470870	2008-01-04	284.96	A	285.02	A	284.91	A
USGS	01470870	2008-01-05	285.10	A	285.17	A	285.01	A
USGS	01470870	2008-01-06	285.24	A	285.31	A	285.17	A
USGS	01470870	2008-01-07	285.33	A	285.35	A	285.30	A
USGS	01470870	2008-01-08	285.29	A	285.32	A	285.28	A
USGS	01470870	2008-01-09	285.28	A	285.34	A	285.23	A
USGS	01470870	2008-01-10	285.18	A	285.24	A	285.16	A
USGS	01470870	2008-01-11	285.18	A	285.21	A	285.16	A
USGS	01470870	2008-01-12	285.12	A	285.17	A	285.07	A
USGS	01470870	2008-01-13	285.02	A	285.07	A	284.99	A
USGS	01470870	2008-01-14	285.04	A	285.06	A	285.02	A
USGS	01470870	2008-01-15	285.06	A	285.08	A	285.04	A
USGS	01470870	2008-01-16	285.08	A	285.10	A	285.07	A
USGS	01470870	2008-01-17	285.10	A	285.15	A	285.09	A
USGS	01470870	2008-01-18	285.19	A	285.25	A	285.15	A
USGS	01470870	2008-01-19	285.29	A	285.34	A	285.25	A
USGS	01470870	2008-01-20	285.35	A	285.38	A	285.32	A
USGS	01470870	2008-01-21	285.33	A	285.34	A	285.30	A
USGS	01470870	2008-01-22	285.33	A	285.34	A	285.31	A
USGS	01470870	2008-01-23	285.34	A	285.34	A	285.32	A
USGS	01470870	2008-01-24	285.33	A	285.34	A	285.31	A
USGS	01470870	2008-01-25	285.30	A	285.33	A	285.28	A
USGS	01470870	2008-01-26	285.31	A	285.32	A	285.30	A
USGS	01470870	2008-01-27	285.33	A	285.34	A	285.32	A
USGS	01470870	2008-01-28	285.33	A	285.35	A	285.32	A
USGS	01470870	2008-01-29	285.33	A	285.35	A	285.32	A
USGS	01470870	2008-01-30	285.38	A	285.44	A	285.33	A
USGS	01470870	2008-01-31	285.33	A	285.39	A	285.29	A
USGS	01470870	2008-02-01	285.50	A	286.54	A	285.26	A
USGS	01470870	2008-02-02	287.69	A	288.34	A	286.54	A
USGS	01470870	2008-02-03	288.45	A	288.69	A	288.02	A
USGS	01470870	2008-02-04	287.28	A	288.02	A	286.52	A
USGS	01470870	2008-02-05	285.76	A	286.52	A	285.14	A
USGS	01470870	2008-02-06	284.85	A	285.14	A	284.76	A
USGS	01470870	2008-02-07	284.95	A	285.04	A	284.82	A
USGS	01470870	2008-02-08	285.09	A	285.16	A	285.04	A
USGS	01470870	2008-02-09	285.20	A	285.25	A	285.15	A
USGS	01470870	2008-02-10	285.27	A	285.32	A	285.24	A
USGS	01470870	2008-02-11	285.22	A	285.28	A	285.18	A
USGS	01470870	2008-02-12	285.27	A	285.33	A	285.24	A
USGS	01470870	2008-02-13	286.04	A	287.34	A	285.33	A
USGS	01470870	2008-02-14	287.97	A	288.13	A	287.34	A
USGS	01470870	2008-02-15	287.98	A	288.08	A	287.94	A
USGS	01470870	2008-02-16	287.82	A	287.94	A	287.66	A
USGS	01470870	2008-02-17	287.45	A	287.66	A	287.24	A
USGS	01470870	2008-02-18	287.42	A	287.64	A	287.20	A
USGS	01470870	2008-02-19	287.52	A	287.69	A	287.12	A
USGS	01470870	2008-02-20	286.55	A	287.12	A	285.96	A
USGS	01470870	2008-02-21	285.41	A	285.96	A	285.14	A
USGS	01470870	2008-02-22	285.13	A	285.20	A	285.07	A
USGS	01470870	2008-02-23	285.23	A	285.25	A	285.19	A
USGS	01470870	2008-02-24	285.21	A	285.25	A	285.18	A
USGS	01470870	2008-02-25	285.15	A	285.18	A	285.12	A
USGS	01470870	2008-02-26	285.25	A	285.83	A	285.12	A
USGS	01470870	2008-02-27	286.13	A	286.38	A	285.83	A
USGS	01470870	2008-02-28	285.40	A	285.84	A	285.25	A
USGS	01470870	2008-02-29	285.22	A	285.26	A	285.19	A
USGS	01470870	2008-03-01	285.17	A	285.20	A	285.13	A
USGS	01470870	2008-03-02	285.02	A	285.15	A	284.90	A
USGS	01470870	2008-03-03	284.87	A	285.05	A	284.76	A
USGS	01470870	2008-03-04	285.14	A	285.37	A	285.04	A
USGS	01470870	2008-03-05	287.79	A	290.41	A	285.37	A
USGS	01470870	2008-03-06	291.61	A	292.12	A	290.41	A
USGS	01470870	2008-03-07	291.63	A	291.96	A	291.32	A
USGS	01470870	2008-03-08	292.63	A	293.09	A	291.90	A
USGS	01470870	2008-03-09	293.03	A	293.21	A	292.59	A
USGS	01470870	2008-03-10	291.89	A	292.59	A	291.17	A
USGS	01470870	2008-03-11	290.50	A	291.17	A	290.21	A
USGS	01470870	2008-03-12	290.19	A	290.23	A	290.15	A
USGS	01470870	2008-03-13	290.11	A	290.16	A	290.07	A
USGS	01470870	2008-03-14	290.06	A	290.11	A	290.02	A
USGS	01470870	2008-03-15	290.15	A	290.17	A	290.10	A
USGS	01470870	2008-03-16	290.18	A	290.21	A	290.15	A
USGS	01470870	2008-03-17	290.19	A	290.20	A	290.17	A
USGS	01470870	2008-03-18	290.20	A	290.20	A	290.18	A
USGS	01470870	2008-03-19	290.28	A	290.48	A	290.19	A
USGS	01470870	2008-03-20	290.53	A	290.70	A	290.25	A
USGS	01470870	2008-03-21	290.12	A	290.27	A	290.08	A
USGS	01470870	2008-03-22	290.14	A	290.16	A	290.11	A
USGS	01470870	2008-03-23	290.13	A	290.16	A	290.09	A
USGS	01470870	2008-03-24	289.98	A	290.10	A	289.80	A
USGS	01470870	2008-03-25	289.58	A	289.80	A	289.37	A
USGS	01470870	2008-03-26	289.13	A	289.37	A	288.87	A
USGS	01470870	2008-03-27	288.59	A	288.87	A	288.31	A
USGS	01470870	2008-03-28	288.07	A	288.32	A	287.93	A
USGS	01470870	2008-03-29	287.88	A	287.94	A	287.84	A
USGS	01470870	2008-03-30	287.88	A	287.89	A	287.86	A
USGS	01470870	2008-03-31	287.91	A	287.98	A	287.88	A
USGS	01470870	2008-04-01	288.01	A	288.04	A	287.96	A
USGS	01470870	2008-04-02	287.95	A	288.05	A	287.90	A
USGS	01470870	2008-04-03	287.90	A	287.91	A	287.87	A
USGS	01470870	2008-04-04	287.99	A	288.04	A	287.90	A
USGS	01470870	2008-04-05	288.01	A	288.04	A	287.96	A
USGS	01470870	2008-04-06	287.92	A	287.97	A	287.88	A
USGS	01470870	2008-04-07	287.97	A	288.05	A	287.91	A
USGS	01470870	2008-04-08	288.15	A	288.26	A	288.05	A
USGS	01470870	2008-04-09	288.37	A	288.48	A	288.26	A
USGS	01470870	2008-04-10	288.56	A	288.65	A	288.47	A
USGS	01470870	2008-04-11	288.73	A	288.84	A	288.64	A
USGS	01470870	2008-04-12	288.98	A	289.10	A	288.81	A
USGS	01470870	2008-04-13	289.19	A	289.27	A	289.10	A
USGS	01470870	2008-04-14	289.34	A	289.40	A	289.27	A
USGS	01470870	2008-04-15	289.47	A	289.55	A	289.40	A
USGS	01470870	2008-04-16	289.61	A	289.69	A	289.54	A
USGS	01470870	2008-04-17	289.76	A	289.82	A	289.69	A
USGS	01470870	2008-04-18	289.89	A	289.95	A	289.82	A
USGS	01470870	2008-04-19	290.00	A	290.06	A	289.95	A
USGS	01470870	2008-04-20	290.15	A	290.32	A	290.05	A
USGS	01470870	2008-04-21	290.35	A	290.40	A	290.29	A
USGS	01470870	2008-04-22	290.24	A	290.29	A	290.21	A
USGS	01470870	2008-04-23	290.24	A	290.25	A	290.23	A
USGS	01470870	2008-04-24	290.24	A	290.25	A	290.22	A
USGS	01470870	2008-04-25	290.21	A	290.23	A	290.19	A
USGS	01470870	2008-04-26	290.20	A	290.22	A	290.18	A
USGS	01470870	2008-04-27	290.27	A	290.31	A	290.22	A
USGS	01470870	2008-04-28	290.42	A	290.62	A	290.31	A
USGS	01470870	2008-04-29	290.61	A	290.69	A	290.47	A
USGS	01470870	2008-04-30	290.34	A	290.47	A	290.27	A
USGS	01470870	2008-05-01	290.22	A	290.28	A	290.16	A
USGS	01470870	2008-05-02	290.13	A	290.16	A	290.10	A
USGS	01470870	2008-05-03	290.18	A	290.22	A	290.15	A
USGS	01470870	2008-05-04	290.27	A	290.30	A	290.21	A
USGS	01470870	2008-05-05	290.28	A	290.32	A	290.22	A
USGS	01470870	2008-05-06	290.17	A	290.22	A	290.13	A
USGS	01470870	2008-05-07	290.14	A	290.17	A	290.12	A
USGS	01470870	2008-05-08	290.16	A	290.18	A	290.14	A
USGS	01470870	2008-05-09	290.21	A	290.25	A	290.16	A
USGS	01470870	2008-05-10	290.21	A	290.24	A	290.15	A
USGS	01470870	2008-05-11	290.08	A	290.15	A	290.01	A
USGS	01470870	2008-05-12	289.97	A	290.02	A	289.93	A
USGS	01470870	2008-05-13	289.97	A	289.99	A	289.96	A
USGS	01470870	2008-05-14	289.98	A	289.98	A	289.97	A
USGS	01470870	2008-05-15	289.99	A	290.01	A	289.98	A
USGS	01470870	2008-05-16	290.10	A	290.23	A	290.00	A
USGS	01470870	2008-05-17	290.27	A	290.31	A	290.22	A
USGS	01470870	2008-05-18	290.35	A	290.45	A	290.28	A
USGS	01470870	2008-05-19	290.47	A	290.55	A	290.40	A
USGS	01470870	2008-05-20	290.34	A	290.40	A	290.30	A
USGS	01470870	2008-05-21	290.39	A	290.41	A	290.34	A
USGS	01470870	2008-05-22	290.29	A	290.34	A	290.23	A
USGS	01470870	2008-05-23	290.21	A	290.24	A	290.18	A
USGS	01470870	2008-05-24	290.27	A	290.30	A	290.23	A
USGS	01470870	2008-05-25	290.32	A	290.33	A	290.30	A
USGS	01470870	2008-05-26	290.33	A	290.34	A	290.31	A
USGS	01470870	2008-05-27	290.34	A	290.40	A	290.31	A
USGS	01470870	2008-05-28	290.35	A	290.40	A	290.29	A
USGS	01470870	2008-05-29	290.23	A	290.29	A	290.20	A
USGS	01470870	2008-05-30	290.19	A	290.21	A	290.17	A
USGS	01470870	2008-05-31	290.19	A	290.22	A	290.17	A
USGS	01470870	2008-06-01	290.23	A	290.25	A	290.21	A
USGS	01470870	2008-06-02	290.20	A	290.22	A	290.17	A
USGS	01470870	2008-06-03	290.17	A	290.20	A	290.15	A
USGS	01470870	2008-06-04	290.23	A	290.33	A	290.20	A
USGS	01470870	2008-06-05	290.38	A	290.54	A	290.09	A
USGS	01470870	2008-06-06	289.87	A	290.09	A	289.82	A
USGS	01470870	2008-06-07	289.86	A	289.87	A	289.84	A
USGS	01470870	2008-06-08	289.87	A	289.91	A	289.84	A
USGS	01470870	2008-06-09	289.93	A	289.95	A	289.90	A
USGS	01470870	2008-06-10	289.97	A	290.00	A	289.95	A
USGS	01470870	2008-06-11	290.01	A	290.02	A	289.99	A
USGS	01470870	2008-06-12	290.02	A	290.03	A	290.01	A
USGS	01470870	2008-06-13	290.02	A	290.04	A	290.02	A
USGS	01470870	2008-06-14	290.05	A	290.08	A	290.03	A
USGS	01470870	2008-06-15	290.09	A	290.11	A	290.06	A
USGS	01470870	2008-06-16	290.11	A	290.16	A	290.09	A
USGS	01470870	2008-06-17	290.14	A	290.15	A	290.11	A
USGS	01470870	2008-06-18	290.14	A	290.16	A	290.12	A
USGS	01470870	2008-06-19	290.16	A	290.17	A	290.14	A
USGS	01470870	2008-06-20	290.16	A	290.17	A	290.14	A
USGS	01470870	2008-06-21	290.15	A	290.16	A	290.14	A
USGS	01470870	2008-06-22	290.15	A	290.16	A	290.13	A
USGS	01470870	2008-06-23	290.14	A	290.18	A	290.13	A
USGS	01470870	2008-06-24	290.15	A	290.17	A	290.13	A
USGS	01470870	2008-06-25	290.14	A	290.15	A	290.13	A
USGS	01470870	2008-06-26	290.14	A	290.15	A	290.12	A
USGS	01470870	2008-06-27	290.15	A	290.16	A	290.13	A
USGS	01470870	2008-06-28	290.16	A	290.18	A	290.15	A
USGS	01470870	2008-06-29	290.17	A	290.19	A	290.16	A
USGS	01470870	2008-06-30	290.17	A	290.20	A	290.16	A
USGS	01470870	2008-07-01	290.15	A	290.19	A	290.13	A
USGS	01470870	2008-07-02	290.12	A	290.13	A	290.11	A
USGS	01470870	2008-07-03	290.15	A	290.18	A	290.12	A
USGS	01470870	2008-07-04	290.21	A	290.26	A	290.16	A
USGS	01470870	2008-07-05	290.29	A	290.34	A	290.26	A
USGS	01470870	2008-07-06	290.37	A	290.40	A	290.33	A
USGS	01470870	2008-07-07	290.41	A	290.42	A	290.38	A
USGS	01470870	2008-07-08	290.38	A	290.40	A	290.35	A
USGS	01470870	2008-07-09	290.34	A	290.36	A	290.32	A
USGS	01470870	2008-07-10	290.32	A	290.35	A	290.29	A
USGS	01470870	2008-07-11	290.28	A	290.29	A	290.26	A
USGS	01470870	2008-07-12	290.24	A	290.26	A	290.21	A
USGS	01470870	2008-07-13	290.20	A	290.23	A	290.17	A
USGS	01470870	2008-07-14	290.26	A	290.27	A	290.21	A
USGS	01470870	2008-07-15	290.24	A	290.26	A	290.23	A
USGS	01470870	2008-07-16	290.22	A	290.24	A	290.20	A
USGS	01470870	2008-07-17	290.18	A	290.20	A	290.17	A
USGS	01470870	2008-07-18	290.16	A	290.17	A	290.14	A
USGS	01470870	2008-07-19	290.15	A	290.17	A	290.14	A
USGS	01470870	2008-07-20	290.14	A	290.15	A	290.10	A
USGS	01470870	2008-07-21	290.13	A	290.14	A	290.11	A
USGS	01470870	2008-07-22	290.13	A	290.14	A	290.12	A
USGS	01470870	2008-07-23	290.17	A	290.22	A	290.13	A
USGS	01470870	2008-07-24	290.23	A	290.25	A	290.21	A
USGS	01470870	2008-07-25	290.19	A	290.21	A	290.18	A
USGS	01470870	2008-07-26	290.18	A	290.19	A	290.16	A
USGS	01470870	2008-07-27	290.21	A	290.26	A	290.15	A
USGS	01470870	2008-07-28	290.26	A	290.27	A	290.25	A
USGS	01470870	2008-07-29	290.25	A	290.26	A	290.23	A
USGS	01470870	2008-07-30	290.25	A	290.31	A	290.22	A
USGS	01470870	2008-07-31	290.30	A	290.32	A	290.29	A
USGS	01470870	2008-08-01	290.26	A	290.29	A	290.23	A
USGS	01470870	2008-08-02	290.21	A	290.27	A	290.19	A
USGS	01470870	2008-08-03	290.24	A	290.27	A	290.21	A
USGS	01470870	2008-08-04	290.18	A	290.21	A	290.15	A
USGS	01470870	2008-08-05	290.13	A	290.15	A	290.11	A
USGS	01470870	2008-08-06	290.12	A	290.14	A	290.09	A
USGS	01470870	2008-08-07	290.11	A	290.15	A	290.08	A
USGS	01470870	2008-08-08	290.11	A	290.14	A	290.10	A
USGS	01470870	2008-08-09	290.09	A	290.11	A	290.07	A
USGS	01470870	2008-08-10	290.07	A	290.09	A	290.05	A
USGS	01470870	2008-08-11	290.07	A	290.09	A	290.06	A
USGS	01470870	2008-08-12	290.06	A	290.08	A	290.05	A
USGS	01470870	2008-08-13	290.05	A	290.06	A	290.04	A
USGS	01470870	2008-08-14	290.07	A	290.15	A	290.03	A
USGS	01470870	2008-08-15	290.19	A	290.21	A	290.15	A
USGS	01470870	2008-08-16	290.15	A	290.19	A	290.11	A
USGS	01470870	2008-08-17	290.07	A	290.11	A	290.04	A
USGS	01470870	2008-08-18	290.01	A	290.04	A	289.99	A
USGS	01470870	2008-08-19	289.98	A	290.01	A	289.97	A
USGS	01470870	2008-08-20	289.98	A	289.99	A	289.97	A
USGS	01470870	2008-08-21	289.98	A	289.99	A	289.97	A
USGS	01470870	2008-08-22	289.99	A	290.00	A	289.98	A
USGS	01470870	2008-08-23	289.99	A	290.00	A	289.98	A
USGS	01470870	2008-08-24	289.99	A	290.00	A	289.99	A
USGS	01470870	2008-08-25	290.00	A	290.01	A	289.99	A
USGS	01470870	2008-08-26	289.99	A	290.00	A	289.98	A
USGS	01470870	2008-08-27	289.98	A	289.99	A	289.97	A
USGS	01470870	2008-08-28	289.97	A	289.98	A	289.96	A
USGS	01470870	2008-08-29	289.99	A	290.02	A	289.96	A
