Reservoir Inflows and Outflows
"Scenario: GridMet, Reservoir: Assenpink Lake"
Cubic Meter
"Sources and Destinations","Increase in Storage for Assenpink Lake","Inflow from Upstream","Outflow to Downstream"
11/2/2005,0,209157,-209157
11/3/2005,0,190806,-190806
11/4/2005,0,176396,-176396
11/5/2005,0,164495,-164495
11/6/2005,0,160615,-160615
11/7/2005,0,146624,-146624
11/8/2005,0,139133,-139133
11/9/2005,0,167507,-167507
11/10/2005,0,138642,-138642
11/11/2005,0,124887,-124887
11/12/2005,0,119918,-119918
11/13/2005,0,115272,-115272
11/14/2005,0,110787,-110787
11/15/2005,0,115358,-115358
11/16/2005,0,309158,-309158
11/17/2005,0,116386,-116386
11/18/2005,0,115157,-115157
11/19/2005,0,113963,-113963
11/20/2005,0,112517,-112517
11/21/2005,0,422922,-422922
11/22/2005,0,621085,-621085
11/23/2005,0,220612,-220612
11/24/2005,0,234519,-234519
11/25/2005,0,215726,-215726
11/26/2005,0,209903,-209903
11/27/2005,0,202555,-202555
11/28/2005,0,193741,-193741
11/29/2005,0,865379,-865379
11/30/2005,0,337168,-337168
12/1/2005,0,262636,-262636
12/2/2005,0,240407,-240407
12/3/2005,0,222837,-222837
12/4/2005,0,258163,-258163
12/5/2005,0,210870,-210870
12/6/2005,0,200442,-200442
12/7/2005,0,180277,-180277
12/8/2005,0,166284,-166284
12/9/2005,0,160111,-160111
12/10/2005,0,147202,-147202
12/11/2005,0,139586,-139586
12/12/2005,0,132401,-132401
12/13/2005,0,126170,-126170
12/14/2005,0,120696,-120696
12/15/2005,0,124013,-124013
12/16/2005,0,519574,-519574
12/17/2005,0,139678,-139678
12/18/2005,0,212895,-212895
12/19/2005,0,257779,-257779
12/20/2005,0,218698,-218698
12/21/2005,0,238614,-238614
12/22/2005,0,280573,-280573
12/23/2005,0,286353,-286353
12/24/2005,0,289605,-289605
12/25/2005,0,720434,-720434
12/26/2005,0,209493,-209493
12/27/2005,0,202570,-202570
12/28/2005,0,212622,-212622
12/29/2005,0,539100,-539100
12/30/2005,0,239635,-239635
12/31/2005,0,382762,-382762
1/1/2006,0,257561,-257561
1/2/2006,0,1353198,-1353200
1/3/2006,0,888099,-888099
1/4/2006,0,360994,-360994
1/5/2006,0,365691,-365691
1/6/2006,0,324850,-324850
1/7/2006,0,287986,-287986
1/8/2006,0,261325,-261325
1/9/2006,0,238646,-238646
1/10/2006,0,211212,-211212
1/11/2006,0,304975,-304975
1/12/2006,0,192250,-192250
1/13/2006,0,181620,-181620
1/14/2006,0,643593,-643593
1/15/2006,0,216002,-216002
1/16/2006,0,200703,-200703
1/17/2006,0,213443,-213443
1/18/2006,0,729355,-729355
1/19/2006,0,314672,-314672
1/20/2006,0,267084,-267084
1/21/2006,0,257033,-257033
1/22/2006,0,257627,-257627
1/23/2006,0,681717,-681717
1/24/2006,0,348945,-348945
1/25/2006,0,293129,-293129
1/26/2006,0,262322,-262322
1/27/2006,0,239768,-239768
1/28/2006,0,221975,-221975
1/29/2006,0,261288,-261288
1/30/2006,0,205084,-205084
1/31/2006,0,236924,-236924
2/1/2006,0,182259,-182259
2/2/2006,0,170570,-170570
2/3/2006,0,259786,-259786
2/4/2006,0,283218,-283218
2/5/2006,0,194864,-194864
2/6/2006,0,170777,-170777
2/7/2006,0,164563,-164563
2/8/2006,0,157822,-157822
2/9/2006,0,151624,-151624
2/10/2006,0,145869,-145869
2/11/2006,0,240779,-240779
2/12/2006,0,182110,-182110
2/13/2006,0,145635,-145635
2/14/2006,0,155114,-155114
2/15/2006,0,212939,-212939
2/16/2006,0,255473,-255473
2/17/2006,0,187850,-187850
2/18/2006,0,156023,-156023
2/19/2006,0,150341,-150341
2/20/2006,0,144249,-144249
2/21/2006,0,138295,-138295
2/22/2006,0,132219,-132219
2/23/2006,0,127211,-127211
2/24/2006,0,118318,-118318
2/25/2006,0,111709,-111709
2/26/2006,0,106084,-106084
2/27/2006,0,101144,-101144
2/28/2006,0,96744.8,-96744.8
3/1/2006,0,92733,-92733
3/2/2006,0,147050,-147050
3/3/2006,0,107526,-107526
3/4/2006,0,120384,-120384
3/5/2006,0,116670,-116670
3/6/2006,0,92353.1,-92353.1
3/7/2006,0,83162.2,-83162.2
3/8/2006,0,78349,-78349
3/9/2006,0,75938.9,-75938.9
3/10/2006,0,76178.9,-76178.9
3/11/2006,0,70511.9,-70511.9
3/12/2006,0,434907,-434907
3/13/2006,0,76167.3,-76167.3
3/14/2006,0,101055,-101055
3/15/2006,0,72945.5,-72945.5
3/16/2006,0,71190.9,-71190.9
3/17/2006,0,69489.3,-69489.3
3/18/2006,0,67839,-67839
3/19/2006,0,66265.9,-66265.9
3/20/2006,0,63353.8,-63353.8
3/21/2006,0,60809.9,-60809.9
3/22/2006,0,58475.6,-58475.6
3/23/2006,0,56319.8,-56319.8
3/24/2006,0,54311,-54311
3/25/2006,0,80666.7,-80666.7
3/26/2006,0,60173.9,-60173.9
3/27/2006,0,51607.8,-51607.8
3/28/2006,0,50103.4,-50103.4
3/29/2006,0,48642.3,-48642.3
3/30/2006,0,47215.8,-47215.8
3/31/2006,0,45835.3,-45835.3
4/1/2006,0,26585,-26585
4/2/2006,0,36120.3,-36120.3
4/3/2006,0,79527.9,-79527.9
4/4/2006,0,43337.1,-43337.1
4/5/2006,0,61420.9,-61420.9
4/6/2006,0,42358.8,-42358.8
4/7/2006,0,43480.5,-43480.5
4/8/2006,0,300924,-300924
4/9/2006,0,58236,-58236
4/10/2006,0,60929.3,-60929.3
4/11/2006,0,61164.1,-61164.1
4/12/2006,0,60531.1,-60531.1
4/13/2006,0,58503.7,-58503.7
4/14/2006,0,72644.1,-72644.1
4/15/2006,0,47528.2,-47528.2
4/16/2006,0,41313.1,-41313.1
4/17/2006,0,38152.6,-38152.6
4/18/2006,0,34353.9,-34353.9
4/19/2006,0,31833.4,-31833.4
4/20/2006,0,29341.7,-29341.7
4/21/2006,0,36452.4,-36452.4
4/22/2006,0,599474,-599474
4/23/2006,0,186415,-186415
4/24/2006,0,409075,-409075
4/25/2006,0,134707,-134707
4/26/2006,0,129440,-129440
4/27/2006,0,130451,-130451
4/28/2006,0,127260,-127260
4/29/2006,0,121372,-121372
4/30/2006,0,94684,-94684
5/1/2006,0,75856.9,-75856.9
5/2/2006,0,63251.6,-63251.6
5/3/2006,0,54303.3,-54303.3
5/4/2006,0,46679,-46679
5/5/2006,0,41826.5,-41826.5
5/6/2006,0,38657.6,-38657.6
5/7/2006,0,37427.1,-37427.1
5/8/2006,0,35602.6,-35602.6
5/9/2006,0,33592.7,-33592.7
5/10/2006,0,31145.3,-31145.3
5/11/2006,0,334931,-334931
5/12/2006,0,136076,-136076
5/13/2006,0,61409.5,-61409.5
5/14/2006,0,62152.3,-62152.3
5/15/2006,0,381750,-381750
5/16/2006,0,426250,-426250
5/17/2006,0,140135,-140135
5/18/2006,0,165087,-165087
5/19/2006,0,435406,-435406
5/20/2006,0,164279,-164279
5/21/2006,0,146676,-146676
5/22/2006,0,119791,-119791
5/23/2006,0,98278.2,-98278.2
5/24/2006,0,81339.8,-81339.8
5/25/2006,0,69545.6,-69545.6
5/26/2006,0,96424.6,-96424.6
5/27/2006,0,55768.1,-55768.1
5/28/2006,0,48802.4,-48802.4
5/29/2006,0,50492.3,-50492.3
5/30/2006,0,40671.9,-40671.9
5/31/2006,0,38471.6,-38471.6
6/1/2006,0,408067,-408067
6/2/2006,0,991511,-991511
6/3/2006,0,466633,-466633
6/4/2006,0,191067,-191067
6/5/2006,0,227965,-227965
6/6/2006,0,176526,-176526
6/7/2006,0,473138,-473138
6/8/2006,0,323452,-323452
6/9/2006,0,214234,-214234
6/10/2006,0,143445,-143445
6/11/2006,0,114597,-114597
6/12/2006,0,96604,-96604
6/13/2006,0,82360.1,-82360.1
6/14/2006,0,146336,-146336
6/15/2006,0,75347.9,-75347.9
6/16/2006,0,65820.8,-65820.8
6/17/2006,0,59867.2,-59867.2
6/18/2006,0,54384.9,-54384.9
6/19/2006,0,50188.1,-50188.1
6/20/2006,0,49261,-49261
6/21/2006,0,45672.2,-45672.2
6/22/2006,0,45919.2,-45919.2
6/23/2006,0,131074,-131074
6/24/2006,0,960809,-960809
6/25/2006,0,185644,-185644
6/26/2006,0,401707,-401707
6/27/2006,0,191502,-191502
6/28/2006,0,983054,-983054
6/29/2006,0,673427,-673427
6/30/2006,0,319102,-319102
7/1/2006,0,261800,-261800
7/2/2006,0,259599,-259599
7/3/2006,0,160017,-160017
7/4/2006,0,161120,-161120
7/5/2006,0,386903,-386903
7/6/2006,0,532483,-532483
7/7/2006,0,181708,-181708
7/8/2006,0,157090,-157090
7/9/2006,0,134539,-134539
7/10/2006,0,106630,-106630
7/11/2006,0,94199.7,-94199.7
7/12/2006,0,227952,-227952
7/13/2006,0,132486,-132486
7/14/2006,0,87063.3,-87063.3
7/15/2006,0,84632.6,-84632.6
7/16/2006,0,70059.7,-70059.7
7/17/2006,0,63887.8,-63887.8
7/18/2006,0,128810,-128810
7/19/2006,0,63135.9,-63135.9
7/20/2006,0,57677.2,-57677.2
7/21/2006,0,252121,-252121
7/22/2006,0,430048,-430048
7/23/2006,0,116866,-116866
7/24/2006,0,101050,-101050
7/25/2006,0,86790.2,-86790.2
7/26/2006,0,71103.3,-71103.3
7/27/2006,0,271895,-271895
7/28/2006,0,242010,-242010
7/29/2006,0,107166,-107166
7/30/2006,0,77331.1,-77331.1
7/31/2006,0,97246.6,-97246.6
8/1/2006,0,60870.7,-60870.7
8/2/2006,0,53152.1,-53152.1
8/3/2006,0,55660.6,-55660.6
8/4/2006,0,46684.9,-46684.9
8/5/2006,0,43222.9,-43222.9
8/6/2006,0,41654.1,-41654.1
8/7/2006,0,93153.5,-93153.5
8/8/2006,0,41162.5,-41162.5
8/9/2006,0,37987.5,-37987.5
8/10/2006,0,50115.9,-50115.9
8/11/2006,0,36437.5,-36437.5
8/12/2006,0,35074.5,-35074.5
8/13/2006,0,33712.6,-33712.6
8/14/2006,0,31403.1,-31403.1
8/15/2006,0,29345.2,-29345.2
8/16/2006,0,28037.1,-28037.1
8/17/2006,0,27337.9,-27337.9
8/18/2006,0,26388.8,-26388.8
8/19/2006,0,25328.9,-25328.9
8/20/2006,0,24437.5,-24437.5
8/21/2006,0,23729.8,-23729.8
8/22/2006,0,23558.9,-23558.9
8/23/2006,0,22533.1,-22533.1
8/24/2006,0,36242.6,-36242.6
8/25/2006,0,61059.3,-61059.3
8/26/2006,0,153247,-153247
8/27/2006,0,319861,-319861
8/28/2006,0,479045,-479045
8/29/2006,0,346038,-346038
8/30/2006,0,143379,-143379
8/31/2006,0,129676,-129676
9/1/2006,0,591991,-591991
9/2/2006,0,2288483,-2288480
9/3/2006,0,479289,-479289
9/4/2006,0,383206,-383206
9/5/2006,0,866481,-866481
9/6/2006,0,346171,-346171
9/7/2006,0,276301,-276301
9/8/2006,0,229572,-229572
9/9/2006,0,191543,-191543
9/10/2006,0,157131,-157131
9/11/2006,0,137649,-137649
9/12/2006,0,125280,-125280
9/13/2006,0,114787,-114787
9/14/2006,0,230574,-230574
9/15/2006,0,508557,-508557
9/16/2006,0,348252,-348252
9/17/2006,0,169991,-169991
9/18/2006,0,157478,-157478
9/19/2006,0,158647,-158647
9/20/2006,0,147421,-147421
9/21/2006,0,141762,-141762
9/22/2006,0,132792,-132792
9/23/2006,0,142458,-142458
9/24/2006,0,138062,-138062
9/25/2006,0,106442,-106442
9/26/2006,0,99071.9,-99071.9
9/27/2006,0,93190.2,-93190.2
9/28/2006,0,148858,-148858
9/29/2006,0,109827,-109827
9/30/2006,0,94783.9,-94783.9
10/1/2006,0,175461,-175461
10/2/2006,0,99703.2,-99703.2
10/3/2006,0,87547.5,-87547.5
10/4/2006,0,251171,-251171
10/5/2006,0,117505,-117505
10/6/2006,0,287118,-287118
10/7/2006,0,133568,-133568
10/8/2006,0,119105,-119105
10/9/2006,0,113296,-113296
10/10/2006,0,107228,-107228
10/11/2006,0,1230377,-1230380
10/12/2006,0,247143,-247143
10/13/2006,0,239577,-239577
10/14/2006,0,221822,-221822
10/15/2006,0,205503,-205503
10/16/2006,0,190981,-190981
10/17/2006,0,1001535,-1001540
10/18/2006,0,329146,-329146
10/19/2006,0,323811,-323811
10/20/2006,0,556075,-556075
10/21/2006,0,270690,-270690
10/22/2006,0,247324,-247324
10/23/2006,0,223443,-223443
10/24/2006,0,206579,-206579
10/25/2006,0,183267,-183267
10/26/2006,0,167109,-167109
10/27/2006,0,321950,-321950
10/28/2006,0,968002,-968002
10/29/2006,0,266158,-266158
10/30/2006,0,257708,-257708
10/31/2006,0,247721,-247721
11/1/2006,0,240755,-240755
11/2/2006,0,335833,-335833
11/3/2006,0,237621,-237621
11/4/2006,0,221747,-221747
11/5/2006,0,197191,-197191
11/6/2006,0,178980,-178980
11/7/2006,0,255301,-255301
11/8/2006,0,1999454,-1999450
11/9/2006,0,384469,-384469
11/10/2006,0,373823,-373823
11/11/2006,0,355637,-355637
11/12/2006,0,696842,-696842
11/13/2006,0,1079533,-1079530
11/14/2006,0,504508,-504508
11/15/2006,0,441740,-441740
11/16/2006,0,749598,-749598
11/17/2006,0,394884,-394884
11/18/2006,0,345593,-345593
11/19/2006,0,311700,-311700
11/20/2006,0,282117,-282117
11/21/2006,0,254808,-254808
11/22/2006,0,371982,-371982
11/23/2006,0,777677,-777677
11/24/2006,0,309681,-309681
11/25/2006,0,293612,-293612
11/26/2006,0,279966,-279966
11/27/2006,0,267078,-267078
11/28/2006,0,254496,-254496
11/29/2006,0,242153,-242153
11/30/2006,0,227130,-227130
12/1/2006,0,328353,-328353
12/2/2006,0,213033,-213033
12/3/2006,0,199118,-199118
12/4/2006,0,190757,-190757
12/5/2006,0,178424,-178424
12/6/2006,0,169945,-169945
12/7/2006,0,162316,-162316
12/8/2006,0,155448,-155448
12/9/2006,0,148047,-148047
12/10/2006,0,141372,-141372
12/11/2006,0,135165,-135165
12/12/2006,0,133435,-133435
12/13/2006,0,164082,-164082
12/14/2006,0,123326,-123326
12/15/2006,0,119090,-119090
12/16/2006,0,114320,-114320
12/17/2006,0,110190,-110190
12/18/2006,0,114227,-114227
12/19/2006,0,102836,-102836
12/20/2006,0,99311.3,-99311.3
12/21/2006,0,95653.6,-95653.6
12/22/2006,0,337093,-337093
12/23/2006,0,285249,-285249
12/24/2006,0,127726,-127726
12/25/2006,0,520742,-520742
12/26/2006,0,201452,-201452
12/27/2006,0,194712,-194712
12/28/2006,0,199294,-199294
12/29/2006,0,199598,-199598
12/30/2006,0,186114,-186114
12/31/2006,0,170616,-170616
1/1/2007,0,1159107,-1159110
1/2/2007,0,309243,-309243
1/3/2007,0,283257,-283257
1/4/2007,0,261206,-261206
1/5/2007,0,313108,-313108
1/6/2007,0,254776,-254776
1/7/2007,0,618517,-618517
1/8/2007,0,859785,-859785
1/9/2007,0,358114,-358114
1/10/2007,0,318025,-318025
1/11/2007,0,289013,-289013
1/12/2007,0,266289,-266289
1/13/2007,0,301631,-301631
1/14/2007,0,273229,-273229
1/15/2007,0,226115,-226115
1/16/2007,0,203776,-203776
1/17/2007,0,187708,-187708
1/18/2007,0,177771,-177771
1/19/2007,0,174021,-174021
1/20/2007,0,158944,-158944
1/21/2007,0,150218,-150218
1/22/2007,0,145211,-145211
1/23/2007,0,139160,-139160
1/24/2007,0,132929,-132929
1/25/2007,0,126607,-126607
1/26/2007,0,121140,-121140
1/27/2007,0,116883,-116883
1/28/2007,0,128272,-128272
1/29/2007,0,111402,-111402
1/30/2007,0,105609,-105609
1/31/2007,0,104912,-104912
2/1/2007,0,103186,-103186
2/2/2007,0,148467,-148467
2/3/2007,0,99100.8,-99100.8
2/4/2007,0,91193.3,-91193.3
2/5/2007,0,88425.1,-88425.1
2/6/2007,0,85803.6,-85803.6
2/7/2007,0,83297.2,-83297.2
2/8/2007,0,80883.2,-80883.2
2/9/2007,0,78559.8,-78559.8
2/10/2007,0,76188.6,-76188.6
2/11/2007,0,73904.9,-73904.9
2/12/2007,0,71717.3,-71717.3
2/13/2007,0,82237.4,-82237.4
2/14/2007,0,109623,-109623
2/15/2007,0,66989.5,-66989.5
2/16/2007,0,65268.7,-65268.7
2/17/2007,0,63606.2,-63606.2
2/18/2007,0,70151.3,-70151.3
2/19/2007,0,60785.4,-60785.4
2/20/2007,0,223561,-223561
2/21/2007,0,225331,-225331
2/22/2007,0,212526,-212526
2/23/2007,0,72849.4,-72849.4
2/24/2007,0,71102,-71102
2/25/2007,0,202365,-202365
2/26/2007,0,210561,-210561
2/27/2007,0,150805,-150805
2/28/2007,0,110805,-110805
3/1/2007,0,366016,-366016
3/2/2007,0,1636048,-1636050
3/3/2007,0,184863,-184863
3/4/2007,0,186038,-186038
3/5/2007,0,180467,-180467
3/6/2007,0,171983,-171983
3/7/2007,0,163043,-163043
3/8/2007,0,154625,-154625
3/9/2007,0,144423,-144423
3/10/2007,0,216108,-216108
3/11/2007,0,147757,-147757
3/12/2007,0,117765,-117765
3/13/2007,0,108231,-108231
3/14/2007,0,100258,-100258
3/15/2007,0,393603,-393603
3/16/2007,0,1584975,-1584970
3/17/2007,0,243099,-243099
3/18/2007,0,217258,-217258
3/19/2007,0,243320,-243320
3/20/2007,0,201998,-201998
3/21/2007,0,179292,-179292
3/22/2007,0,196824,-196824
3/23/2007,0,277534,-277534
3/24/2007,0,207045,-207045
3/25/2007,0,153362,-153362
3/26/2007,0,138168,-138168
3/27/2007,0,125857,-125857
3/28/2007,0,115675,-115675
3/29/2007,0,107762,-107762
3/30/2007,0,101353,-101353
3/31/2007,0,95238.4,-95238.4
4/1/2007,0,114219,-114219
4/2/2007,0,100614,-100614
4/3/2007,0,78690.6,-78690.6
4/4/2007,0,445392,-445392
4/5/2007,0,111269,-111269
4/6/2007,0,112982,-112982
4/7/2007,0,113820,-113820
4/8/2007,0,113802,-113802
4/9/2007,0,111856,-111856
4/10/2007,0,108847,-108847
4/11/2007,0,106415,-106415
4/12/2007,0,646637,-646637
4/13/2007,0,164489,-164489
4/14/2007,0,189793,-189793
4/15/2007,0,5357916,-5357920
4/16/2007,0,2756286,-2756290
4/17/2007,0,808672,-808672
4/18/2007,0,671143,-671143
4/19/2007,0,589839,-589839
4/20/2007,0,457922,-457922
4/21/2007,0,382684,-382684
4/22/2007,0,325781,-325781
4/23/2007,0,255433,-255433
4/24/2007,0,218160,-218160
4/25/2007,0,225774,-225774
4/26/2007,0,229695,-229695
4/27/2007,0,1426538,-1426540
4/28/2007,0,291332,-291332
4/29/2007,0,308143,-308143
4/30/2007,0,308433,-308433
5/1/2007,0,435016,-435016
5/2/2007,0,303026,-303026
5/3/2007,0,278974,-278974
5/4/2007,0,259775,-259775
5/5/2007,0,212776,-212776
5/6/2007,0,188961,-188961
5/7/2007,0,172387,-172387
5/8/2007,0,158513,-158513
5/9/2007,0,145614,-145614
5/10/2007,0,139371,-139371
5/11/2007,0,132269,-132269
5/12/2007,0,216064,-216064
5/13/2007,0,134115,-134115
5/14/2007,0,119293,-119293
5/15/2007,0,108875,-108875
5/16/2007,0,246014,-246014
5/17/2007,0,121641,-121641
5/18/2007,0,112265,-112265
5/19/2007,0,113612,-113612
5/20/2007,0,142805,-142805
5/21/2007,0,94892.2,-94892.2
5/22/2007,0,89069.5,-89069.5
5/23/2007,0,84513.3,-84513.3
5/24/2007,0,79265.5,-79265.5
5/25/2007,0,73950.6,-73950.6
5/26/2007,0,79536,-79536
5/27/2007,0,182650,-182650
5/28/2007,0,85195.6,-85195.6
5/29/2007,0,67882.9,-67882.9
5/30/2007,0,62615.8,-62615.8
5/31/2007,0,61496.3,-61496.3
6/1/2007,0,116050,-116050
6/2/2007,0,56892.8,-56892.8
6/3/2007,0,382305,-382305
6/4/2007,0,224329,-224329
6/5/2007,0,97649.2,-97649.2
6/6/2007,0,94848.6,-94848.6
6/7/2007,0,76838.4,-76838.4
6/8/2007,0,67900.4,-67900.4
6/9/2007,0,61595.4,-61595.4
6/10/2007,0,58274.4,-58274.4
6/11/2007,0,84285.6,-84285.6
6/12/2007,0,175453,-175453
6/13/2007,0,73628,-73628
6/14/2007,0,54496.5,-54496.5
6/15/2007,0,48877,-48877
6/16/2007,0,48119.3,-48119.3
6/17/2007,0,40786.2,-40786.2
6/18/2007,0,37611.1,-37611.1
6/19/2007,0,168379,-168379
6/20/2007,0,129220,-129220
6/21/2007,0,121431,-121431
6/22/2007,0,57077.5,-57077.5
6/23/2007,0,44712.1,-44712.1
6/24/2007,0,40655.4,-40655.4
6/25/2007,0,44470.5,-44470.5
6/26/2007,0,32665.8,-32665.8
6/27/2007,0,580272,-580272
6/28/2007,0,376129,-376129
6/29/2007,0,114519,-114519
6/30/2007,0,101502,-101502
7/1/2007,0,86515.7,-86515.7
7/2/2007,0,69813.7,-69813.7
7/3/2007,0,62325.3,-62325.3
7/4/2007,0,221442,-221442
7/5/2007,0,632513,-632513
7/6/2007,0,178093,-178093
7/7/2007,0,123267,-123267
7/8/2007,0,95404.7,-95404.7
7/9/2007,0,71911.3,-71911.3
7/10/2007,0,65118.3,-65118.3
7/11/2007,0,238486,-238486
7/12/2007,0,85808.6,-85808.6
7/13/2007,0,60170.1,-60170.1
7/14/2007,0,55921.7,-55921.7
7/15/2007,0,64498,-64498
7/16/2007,0,40999.4,-40999.4
7/17/2007,0,48823.8,-48823.8
7/18/2007,0,252683,-252683
7/19/2007,0,102525,-102525
7/20/2007,0,61766.1,-61766.1
7/21/2007,0,44496.6,-44496.6
7/22/2007,0,39416.6,-39416.6
7/23/2007,0,536459,-536459
7/24/2007,0,98876,-98876
7/25/2007,0,97193.7,-97193.7
7/26/2007,0,77814.5,-77814.5
7/27/2007,0,104879,-104879
7/28/2007,0,71777.1,-71777.1
7/29/2007,0,244674,-244674
7/30/2007,0,83774.3,-83774.3
7/31/2007,0,57002.8,-57002.8
8/1/2007,0,46820.5,-46820.5
8/2/2007,0,40268.1,-40268.1
8/3/2007,0,45428,-45428
8/4/2007,0,33085.8,-33085.8
8/5/2007,0,78231.9,-78231.9
8/6/2007,0,39679,-39679
8/7/2007,0,40768.9,-40768.9
8/8/2007,0,83803.1,-83803.1
8/9/2007,0,34961.4,-34961.4
8/10/2007,0,114213,-114213
8/11/2007,0,36474.2,-36474.2
8/12/2007,0,28426,-28426
8/13/2007,0,28006.3,-28006.3
8/14/2007,0,25403.5,-25403.5
8/15/2007,0,23757.5,-23757.5
8/16/2007,0,22113.4,-22113.4
8/17/2007,0,166401,-166401
8/18/2007,0,45314.2,-45314.2
8/19/2007,0,337094,-337094
8/20/2007,0,390152,-390152
8/21/2007,0,831836,-831836
8/22/2007,0,239931,-239931
8/23/2007,0,178845,-178845
8/24/2007,0,175963,-175963
8/25/2007,0,140372,-140372
8/26/2007,0,114792,-114792
8/27/2007,0,90274.6,-90274.6
8/28/2007,0,73341.5,-73341.5
8/29/2007,0,59113.3,-59113.3
8/30/2007,0,50038.5,-50038.5
8/31/2007,0,44206,-44206
9/1/2007,0,58234.1,-58234.1
9/2/2007,0,55013.1,-55013.1
9/3/2007,0,52483.8,-52483.8
9/4/2007,0,50365.8,-50365.8
9/5/2007,0,48547.5,-48547.5
9/6/2007,0,46944.5,-46944.5
9/7/2007,0,45490.2,-45490.2
9/8/2007,0,44154.3,-44154.3
9/9/2007,0,42922.1,-42922.1
9/10/2007,0,42893.6,-42893.6
9/11/2007,0,131815,-131815
9/12/2007,0,41349.5,-41349.5
9/13/2007,0,40626.2,-40626.2
9/14/2007,0,40116,-40116
9/15/2007,0,58629.7,-58629.7
9/16/2007,0,39265.3,-39265.3
9/17/2007,0,38677.5,-38677.5
9/18/2007,0,38020.6,-38020.6
9/19/2007,0,36659.1,-36659.1
9/20/2007,0,35442.7,-35442.7
9/21/2007,0,34339.3,-34339.3
9/22/2007,0,47713.8,-47713.8
9/23/2007,0,32948.4,-32948.4
9/24/2007,0,32024.1,-32024.1
9/25/2007,0,31177.6,-31177.6
9/26/2007,0,30386.2,-30386.2
9/27/2007,0,29645.7,-29645.7
9/28/2007,0,30827.2,-30827.2
9/29/2007,0,28363.6,-28363.6
9/30/2007,0,27737.6,-27737.6
10/1/2007,0,27147.1,-27147.1
10/2/2007,0,26586,-26586
10/3/2007,0,26050,-26050
10/4/2007,0,25535.9,-25535.9
10/5/2007,0,25042.4,-25042.4
10/6/2007,0,24566.7,-24566.7
10/7/2007,0,24108.2,-24108.2
10/8/2007,0,23665.1,-23665.1
10/9/2007,0,100648,-100648
10/10/2007,0,26482.9,-26482.9
10/11/2007,0,290172,-290172
10/12/2007,0,197830,-197830
10/13/2007,0,46245.9,-46245.9
10/14/2007,0,56150.1,-56150.1
10/15/2007,0,64359.8,-64359.8
10/16/2007,0,70207.1,-70207.1
10/17/2007,0,68090.2,-68090.2
10/18/2007,0,65225,-65225
10/19/2007,0,258174,-258174
10/20/2007,0,79176.9,-79176.9
10/21/2007,0,69765.2,-69765.2
10/22/2007,0,62361.1,-62361.1
10/23/2007,0,60662.6,-60662.6
10/24/2007,0,185215,-185215
10/25/2007,0,182398,-182398
10/26/2007,0,424125,-424125
10/27/2007,0,980086,-980086
10/28/2007,0,276183,-276183
10/29/2007,0,224915,-224915
10/30/2007,0,217616,-217616
10/31/2007,0,205110,-205110
11/1/2007,0,188976,-188976
11/2/2007,0,194376,-194376
11/3/2007,0,149529,-149529
11/4/2007,0,125134,-125134
11/5/2007,0,108602,-108602
11/6/2007,0,97008.2,-97008.2
11/7/2007,0,88661.4,-88661.4
11/8/2007,0,82520.9,-82520.9
11/9/2007,0,81343.9,-81343.9
11/10/2007,0,151786,-151786
11/11/2007,0,91805.8,-91805.8
11/12/2007,0,102694,-102694
11/13/2007,0,95453.4,-95453.4
11/14/2007,0,79643.7,-79643.7
11/15/2007,0,77379.4,-77379.4
11/16/2007,0,80613.4,-80613.4
11/17/2007,0,93100.7,-93100.7
11/18/2007,0,80673.6,-80673.6
11/19/2007,0,136708,-136708
11/20/2007,0,95311.6,-95311.6
11/21/2007,0,75726.3,-75726.3
11/22/2007,0,126131,-126131
11/23/2007,0,120613,-120613
11/24/2007,0,87529.8,-87529.8
11/25/2007,0,81177.2,-81177.2
11/26/2007,0,103165,-103165
11/27/2007,0,99829,-99829
11/28/2007,0,79359.2,-79359.2
11/29/2007,0,181776,-181776
11/30/2007,0,225428,-225428
12/1/2007,0,151215,-151215
12/2/2007,0,111870,-111870
12/3/2007,0,110481,-110481
12/4/2007,0,107832,-107832
12/5/2007,0,113527,-113527
12/6/2007,0,103356,-103356
12/7/2007,0,98585.7,-98585.7
12/8/2007,0,97633,-97633
12/9/2007,0,92851.1,-92851.1
12/10/2007,0,85005.2,-85005.2
12/11/2007,0,103129,-103129
12/12/2007,0,89183.8,-89183.8
12/13/2007,0,357950,-357950
12/14/2007,0,245862,-245862
12/15/2007,0,111482,-111482
12/16/2007,0,195434,-195434
12/17/2007,0,394408,-394408
12/18/2007,0,115616,-115616
12/19/2007,0,931065,-931065
12/20/2007,0,357694,-357694
12/21/2007,0,185622,-185622
12/22/2007,0,198517,-198517
12/23/2007,0,214517,-214517
12/24/2007,0,213048,-213048
12/25/2007,0,248995,-248995
12/26/2007,0,446309,-446309
12/27/2007,0,1201714,-1201710
12/28/2007,0,447576,-447576
12/29/2007,0,288228,-288228
12/30/2007,0,449441,-449441
12/31/2007,0,405630,-405630
1/1/2008,0,330486,-330486
1/2/2008,0,295029,-295029
1/3/2008,0,250486,-250486
1/4/2008,0,223704,-223704
1/5/2008,0,208869,-208869
1/6/2008,0,193417,-193417
1/7/2008,0,182967,-182967
1/8/2008,0,161776,-161776
1/9/2008,0,158034,-158034
1/10/2008,0,180448,-180448
1/11/2008,0,718507,-718507
1/12/2008,0,169064,-169064
1/13/2008,0,471314,-471314
