Reservoir Inflows and Outflows
"Scenario: GridMet, Reservoir: Lake Ontelaunee"
Cubic Meter
"Sources and Destinations","Increase in Storage for Lake Ontelaunee","Inflow from Upstream","Net Evaporation","Outflow to Downstream"
6/15/2005,0,264487,0,-264487
6/16/2005,0,315913,0,-315913
6/17/2005,0,242154,0,-242154
6/18/2005,0,224828,0,-224828
6/19/2005,0,210650,0,-210650
6/20/2005,0,199712,0,-199712
6/21/2005,0,190496,0,-190496
6/22/2005,0,183063,0,-183063
6/23/2005,0,175555,0,-175555
6/24/2005,0,168465,0,-168465
6/25/2005,0,161750,0,-161750
6/26/2005,0,155546,0,-155546
6/27/2005,0,175732,0,-175732
6/28/2005,0,146722,0,-146722
6/29/2005,0,487295,0,-487295
6/30/2005,0,196865,0,-196865
7/1/2005,0,333187,0,-333187
7/2/2005,0,274048,0,-274048
7/3/2005,0,200827,0,-200827
7/4/2005,0,190470,0,-190470
7/5/2005,0,881194,0,-881194
7/6/2005,0,602378,0,-602378
7/7/2005,0,577088,0,-577088
7/8/2005,0,3572652,0,-3572650
7/9/2005,0,1324827,0,-1324830
7/10/2005,0,873626,0,-873626
7/11/2005,0,619692,0,-619692
7/12/2005,0,475342,0,-475342
7/13/2005,0,1427677,0,-1427680
7/14/2005,0,799264,0,-799264
7/15/2005,0,673469,0,-673469
7/16/2005,0,915463,0,-915463
7/17/2005,0,1699105,0,-1699100
7/18/2005,0,1011003,0,-1011000
7/19/2005,0,679022,0,-679022
7/20/2005,0,542434,0,-542434
7/21/2005,0,430393,0,-430393
7/22/2005,0,370533,0,-370533
7/23/2005,0,332498,0,-332498
7/24/2005,0,304614,0,-304614
7/25/2005,0,555264,0,-555264
7/26/2005,0,326188,0,-326188
7/27/2005,0,551145,0,-551145
7/28/2005,0,321037,0,-321037
7/29/2005,0,295441,0,-295441
7/30/2005,0,273962,0,-273962
7/31/2005,0,255438,0,-255438
8/1/2005,0,239603,0,-239603
8/2/2005,0,222898,0,-222898
8/3/2005,0,209665,0,-209665
8/4/2005,0,198549,0,-198549
8/5/2005,0,189925,0,-189925
8/6/2005,0,182572,0,-182572
8/7/2005,0,218104,0,-218104
8/8/2005,0,599472,0,-599472
8/9/2005,0,267510,0,-267510
8/10/2005,0,210954,0,-210954
8/11/2005,0,216450,0,-216450
8/12/2005,0,196458,0,-196458
8/13/2005,0,190995,0,-190995
8/14/2005,0,231790,0,-231790
8/15/2005,0,181372,0,-181372
8/16/2005,0,203590,0,-203590
8/17/2005,0,162642,0,-162642
8/18/2005,0,144229,0,-144229
8/19/2005,0,229359,0,-229359
8/20/2005,0,144379,0,-144379
8/21/2005,0,133962,0,-133962
8/22/2005,0,125619,0,-125619
8/23/2005,0,119286,0,-119286
8/24/2005,0,113592,0,-113592
8/25/2005,0,108429,0,-108429
8/26/2005,0,103663,0,-103663
8/27/2005,0,173108,0,-173108
8/28/2005,0,454362,0,-454362
8/29/2005,0,146602,0,-146602
8/30/2005,0,142882,0,-142882
8/31/2005,0,201165,0,-201165
9/1/2005,0,157402,0,-157402
9/2/2005,0,146844,0,-146844
9/3/2005,0,136244,0,-136244
9/4/2005,0,122799,0,-122799
9/5/2005,0,107569,0,-107569
9/6/2005,0,97863.7,0,-97863.7
9/7/2005,0,91156.3,0,-91156.3
9/8/2005,0,85844.1,0,-85844.1
9/9/2005,0,81657.6,0,-81657.6
9/10/2005,0,78133.5,0,-78133.5
9/11/2005,0,75010.8,0,-75010.8
9/12/2005,0,72140.9,0,-72140.9
9/13/2005,0,69448.1,0,-69448.1
9/14/2005,0,105563,0,-105563
9/15/2005,0,102469,0,-102469
9/16/2005,0,171561,0,-171561
9/17/2005,0,77593.4,0,-77593.4
9/18/2005,0,73120.7,0,-73120.7
9/19/2005,0,71805.9,0,-71805.9
9/20/2005,0,69460.9,0,-69460.9
9/21/2005,0,66584.6,0,-66584.6
9/22/2005,0,62002.3,0,-62002.3
9/23/2005,0,57447.4,0,-57447.4
9/24/2005,0,52860.6,0,-52860.6
9/25/2005,0,49420,0,-49420
9/26/2005,0,226797,0,-226797
9/27/2005,0,69174.2,0,-69174.2
9/28/2005,0,67982.3,0,-67982.3
9/29/2005,0,133406,0,-133406
9/30/2005,0,81370,0,-81370
10/1/2005,0,80582.4,0,-80582.4
10/2/2005,0,77827,0,-77827
10/3/2005,0,73568.9,0,-73568.9
10/4/2005,0,61970.5,0,-61970.5
10/5/2005,0,53656,0,-53656
10/6/2005,0,52040.1,0,-52040.1
10/7/2005,0,8540357,0,-8540360
10/8/2005,0,37979340,0,-37979300
10/9/2005,0,4621524,0,-4621520
10/10/2005,0,2740535,0,-2740530
10/11/2005,0,2395961,0,-2395960
10/12/2005,0,2068979,0,-2068980
10/13/2005,0,2437065,0,-2437060
10/14/2005,0,1876102,0,-1876100
10/15/2005,0,1173741,0,-1173740
10/16/2005,0,841974,0,-841974
10/17/2005,0,715024,0,-715024
10/18/2005,0,642465,0,-642465
10/19/2005,0,590384,0,-590384
10/20/2005,0,550431,0,-550431
10/21/2005,0,630628,0,-630628
10/22/2005,0,2725444,0,-2725440
10/23/2005,0,1007807,0,-1007810
10/24/2005,0,2776699,0,-2776700
10/25/2005,0,4904588,0,-4904590
10/26/2005,0,2636614,0,-2636610
10/27/2005,0,1983728,0,-1983730
10/28/2005,0,1576189,0,-1576190
10/29/2005,0,1302887,0,-1302890
10/30/2005,0,1062301,0,-1062300
10/31/2005,0,925318,0,-925318
11/1/2005,0,833660,0,-833660
11/2/2005,0,743851,0,-743851
11/3/2005,0,685002,0,-685002
11/4/2005,0,639052,0,-639052
11/5/2005,0,600248,0,-600248
11/6/2005,0,665147,0,-665147
11/7/2005,0,554993,0,-554993
11/8/2005,0,527790,0,-527790
11/9/2005,0,785479,0,-785479
11/10/2005,0,549493,0,-549493
11/11/2005,0,541982,0,-541982
11/12/2005,0,532773,0,-532773
11/13/2005,0,520592,0,-520592
11/14/2005,0,495247,0,-495247
11/15/2005,0,518577,0,-518577
11/16/2005,0,1912619,0,-1912620
11/17/2005,0,973835,0,-973835
11/18/2005,0,907248,0,-907248
11/19/2005,0,834329,0,-834329
11/20/2005,0,762572,0,-762572
11/21/2005,0,1951762,0,-1951760
11/22/2005,0,1574923,0,-1574920
11/23/2005,0,1250854,0,-1250850
11/24/2005,0,1032837,0,-1032840
11/25/2005,0,860777,0,-860777
11/26/2005,0,761290,0,-761290
11/27/2005,0,690595,0,-690595
11/28/2005,0,637149,0,-637149
11/29/2005,0,3543599,0,-3543600
11/30/2005,0,1566390,0,-1566390
12/1/2005,0,1371269,0,-1371270
12/2/2005,0,1199779,0,-1199780
12/3/2005,0,1064754,0,-1064750
12/4/2005,0,1024332,0,-1024330
12/5/2005,0,893199,0,-893199
12/6/2005,0,822030,0,-822030
12/7/2005,0,705543,0,-705543
12/8/2005,0,634751,0,-634751
12/9/2005,0,584552,0,-584552
12/10/2005,0,545442,0,-545442
12/11/2005,0,513140,0,-513140
12/12/2005,0,484867,0,-484867
12/13/2005,0,460077,0,-460077
12/14/2005,0,438024,0,-438024
12/15/2005,0,417809,0,-417809
12/16/2005,0,1214953,0,-1214950
12/17/2005,0,430256,0,-430256
12/18/2005,0,424172,0,-424172
12/19/2005,0,417472,0,-417472
12/20/2005,0,409966,0,-409966
12/21/2005,0,401340,0,-401340
12/22/2005,0,391399,0,-391399
12/23/2005,0,380292,0,-380292
12/24/2005,0,358698,0,-358698
12/25/2005,0,2323936,0,-2323940
12/26/2005,0,569160,0,-569160
12/27/2005,0,765276,0,-765276
12/28/2005,0,1109450,0,-1109450
12/29/2005,0,2518398,0,-2518400
12/30/2005,0,1813569,0,-1813570
12/31/2005,0,2210800,0,-2210800
1/1/2006,0,2049278,0,-2049280
1/2/2006,0,6083931,0,-6083930
1/3/2006,0,4133762,0,-4133760
1/4/2006,0,2470650,0,-2470650
1/5/2006,0,2076351,0,-2076350
1/6/2006,0,1620231,0,-1620230
1/7/2006,0,1294878,0,-1294880
1/8/2006,0,1201905,0,-1201910
1/9/2006,0,1083102,0,-1083100
1/10/2006,0,908654,0,-908654
1/11/2006,0,1782579,0,-1782580
1/12/2006,0,1052777,0,-1052780
1/13/2006,0,1077630,0,-1077630
1/14/2006,0,3061732,0,-3061730
1/15/2006,0,1752207,0,-1752210
1/16/2006,0,1378528,0,-1378530
1/17/2006,0,1227131,0,-1227130
1/18/2006,0,6304732,0,-6304730
1/19/2006,0,2609794,0,-2609790
1/20/2006,0,2053057,0,-2053060
1/21/2006,0,1636666,0,-1636670
1/22/2006,0,1460350,0,-1460350
1/23/2006,0,1923353,0,-1923350
1/24/2006,0,1658570,0,-1658570
1/25/2006,0,1448012,0,-1448010
1/26/2006,0,1176430,0,-1176430
1/27/2006,0,1075118,0,-1075120
1/28/2006,0,1100526,0,-1100530
1/29/2006,0,1587471,0,-1587470
1/30/2006,0,1089823,0,-1089820
1/31/2006,0,1066187,0,-1066190
2/1/2006,0,916415,0,-916415
2/2/2006,0,890708,0,-890708
2/3/2006,0,4145702,0,-4145700
2/4/2006,0,4943286,0,-4943290
2/5/2006,0,1961064,0,-1961060
2/6/2006,0,1594091,0,-1594090
2/7/2006,0,1359303,0,-1359300
2/8/2006,0,1192851,0,-1192850
2/9/2006,0,1073345,0,-1073350
2/10/2006,0,979586,0,-979586
2/11/2006,0,934548,0,-934548
2/12/2006,0,826122,0,-826122
2/13/2006,0,752519,0,-752519
2/14/2006,0,729103,0,-729103
2/15/2006,0,766528,0,-766528
2/16/2006,0,1047675,0,-1047670
2/17/2006,0,1006815,0,-1006810
2/18/2006,0,764741,0,-764741
2/19/2006,0,743454,0,-743454
2/20/2006,0,715810,0,-715810
2/21/2006,0,684345,0,-684345
2/22/2006,0,649699,0,-649699
2/23/2006,0,615138,0,-615138
2/24/2006,0,563776,0,-563776
2/25/2006,0,524132,0,-524132
2/26/2006,0,489157,0,-489157
2/27/2006,0,460534,0,-460534
2/28/2006,0,436143,0,-436143
3/1/2006,0,414241,0,-414241
3/2/2006,0,596882,0,-596882
3/3/2006,0,403085,0,-403085
3/4/2006,0,413811,0,-413811
3/5/2006,0,476940,0,-476940
3/6/2006,0,436468,0,-436468
3/7/2006,0,384873,0,-384873
3/8/2006,0,355533,0,-355533
3/9/2006,0,333156,0,-333156
3/10/2006,0,315585,0,-315585
3/11/2006,0,299949,0,-299949
3/12/2006,0,868588,0,-868588
3/13/2006,0,651194,0,-651194
3/14/2006,0,398536,0,-398536
3/15/2006,0,330705,0,-330705
3/16/2006,0,317566,0,-317566
3/17/2006,0,304662,0,-304662
3/18/2006,0,292471,0,-292471
3/19/2006,0,280967,0,-280967
3/20/2006,0,263571,0,-263571
3/21/2006,0,247018,0,-247018
3/22/2006,0,233173,0,-233173
3/23/2006,0,221199,0,-221199
3/24/2006,0,210624,0,-210624
3/25/2006,0,208586,0,-208586
3/26/2006,0,194259,0,-194259
3/27/2006,0,186244,0,-186244
3/28/2006,0,178886,0,-178886
3/29/2006,0,171981,0,-171981
3/30/2006,0,165486,0,-165486
3/31/2006,0,171287,0,-171287
4/1/2006,0,167822,0,-167822
4/2/2006,0,147541,0,-147541
4/3/2006,0,342368,0,-342368
4/4/2006,0,159627,0,-159627
4/5/2006,0,199822,0,-199822
4/6/2006,0,165724,0,-165724
4/7/2006,0,383427,0,-383427
4/8/2006,0,813896,0,-813896
4/9/2006,0,427636,0,-427636
4/10/2006,0,434912,0,-434912
4/11/2006,0,376824,0,-376824
4/12/2006,0,325200,0,-325200
4/13/2006,0,327114,0,-327114
4/14/2006,0,335369,0,-335369
4/15/2006,0,257842,0,-257842
4/16/2006,0,212590,0,-212590
4/17/2006,0,186034,0,-186034
4/18/2006,0,168220,0,-168220
4/19/2006,0,155373,0,-155373
4/20/2006,0,145411,0,-145411
4/21/2006,0,246524,0,-246524
4/22/2006,0,4515005,0,-4515000
4/23/2006,0,1273739,0,-1273740
4/24/2006,0,2132870,0,-2132870
4/25/2006,0,1370138,0,-1370140
4/26/2006,0,1046850,0,-1046850
4/27/2006,0,826400,0,-826400
4/28/2006,0,671980,0,-671980
4/29/2006,0,554511,0,-554511
4/30/2006,0,426377,0,-426377
5/1/2006,0,360933,0,-360933
5/2/2006,0,320055,0,-320055
5/3/2006,0,293773,0,-293773
5/4/2006,0,274432,0,-274432
5/5/2006,0,259078,0,-259078
5/6/2006,0,246707,0,-246707
5/7/2006,0,236123,0,-236123
5/8/2006,0,226221,0,-226221
5/9/2006,0,217080,0,-217080
5/10/2006,0,208333,0,-208333
5/11/2006,0,818080,0,-818080
5/12/2006,0,255268,0,-255268
5/13/2006,0,1358983,0,-1358980
5/14/2006,0,532374,0,-532374
5/15/2006,0,1754388,0,-1754390
5/16/2006,0,1003096,0,-1003100
5/17/2006,0,856586,0,-856586
5/18/2006,0,959689,0,-959689
5/19/2006,0,751186,0,-751186
5/20/2006,0,563021,0,-563021
5/21/2006,0,445366,0,-445366
5/22/2006,0,379282,0,-379282
5/23/2006,0,332003,0,-332003
5/24/2006,0,302651,0,-302651
5/25/2006,0,281597,0,-281597
5/26/2006,0,361766,0,-361766
5/27/2006,0,266665,0,-266665
5/28/2006,0,250259,0,-250259
5/29/2006,0,236835,0,-236835
5/30/2006,0,275611,0,-275611
5/31/2006,0,223511,0,-223511
6/1/2006,0,817038,0,-817038
6/2/2006,0,990359,0,-990359
6/3/2006,0,745835,0,-745835
6/4/2006,0,895958,0,-895958
6/5/2006,0,604657,0,-604657
6/6/2006,0,526509,0,-526509
6/7/2006,0,656719,0,-656719
6/8/2006,0,576645,0,-576645
6/9/2006,0,549236,0,-549236
6/10/2006,0,389984,0,-389984
6/11/2006,0,323415,0,-323415
6/12/2006,0,280775,0,-280775
6/13/2006,0,253813,0,-253813
6/14/2006,0,310216,0,-310216
6/15/2006,0,238480,0,-238480
6/16/2006,0,220758,0,-220758
6/17/2006,0,206801,0,-206801
6/18/2006,0,195403,0,-195403
6/19/2006,0,296024,0,-296024
6/20/2006,0,196573,0,-196573
6/21/2006,0,183753,0,-183753
6/22/2006,0,400660,0,-400660
6/23/2006,0,591710,0,-591710
6/24/2006,0,467839,0,-467839
6/25/2006,0,10850046,0,-10850000
6/26/2006,0,23437322,0,-23437300
6/27/2006,0,24046808,0,-24046800
6/28/2006,0,7543332,0,-7543330
6/29/2006,0,3491680,0,-3491680
6/30/2006,0,2505728,0,-2505730
7/1/2006,0,1853816,0,-1853820
7/2/2006,0,1676111,0,-1676110
7/3/2006,0,1378461,0,-1378460
7/4/2006,0,1238253,0,-1238250
7/5/2006,0,3365167,0,-3365170
7/6/2006,0,1614155,0,-1614160
7/7/2006,0,1377050,0,-1377050
7/8/2006,0,1217938,0,-1217940
7/9/2006,0,1423617,0,-1423620
7/10/2006,0,1137976,0,-1137980
7/11/2006,0,1014983,0,-1014980
7/12/2006,0,1325134,0,-1325130
7/13/2006,0,1067568,0,-1067570
7/14/2006,0,872279,0,-872279
7/15/2006,0,1307640,0,-1307640
7/16/2006,0,897006,0,-897006
7/17/2006,0,786347,0,-786347
7/18/2006,0,847627,0,-847627
7/19/2006,0,698388,0,-698388
7/20/2006,0,636847,0,-636847
7/21/2006,0,1376876,0,-1376880
7/22/2006,0,3085637,0,-3085640
7/23/2006,0,1296444,0,-1296440
7/24/2006,0,1069956,0,-1069960
7/25/2006,0,918666,0,-918666
7/26/2006,0,791343,0,-791343
7/27/2006,0,1174578,0,-1174580
7/28/2006,0,1569400,0,-1569400
7/29/2006,0,1005853,0,-1005850
7/30/2006,0,753733,0,-753733
7/31/2006,0,750051,0,-750051
8/1/2006,0,612425,0,-612425
8/2/2006,0,554298,0,-554298
8/3/2006,0,589113,0,-589113
8/4/2006,0,501389,0,-501389
8/5/2006,0,462600,0,-462600
8/6/2006,0,435063,0,-435063
8/7/2006,0,471673,0,-471673
8/8/2006,0,401919,0,-401919
8/9/2006,0,381106,0,-381106
8/10/2006,0,363299,0,-363299
8/11/2006,0,346231,0,-346231
8/12/2006,0,331306,0,-331306
8/13/2006,0,317200,0,-317200
8/14/2006,0,303618,0,-303618
8/15/2006,0,478369,0,-478369
8/16/2006,0,299221,0,-299221
8/17/2006,0,285400,0,-285400
8/18/2006,0,273378,0,-273378
8/19/2006,0,293386,0,-293386
8/20/2006,0,256630,0,-256630
8/21/2006,0,245407,0,-245407
8/22/2006,0,234936,0,-234936
8/23/2006,0,222647,0,-222647
8/24/2006,0,233364,0,-233364
8/25/2006,0,376129,0,-376129
8/26/2006,0,275622,0,-275622
8/27/2006,0,3673942,0,-3673940
8/28/2006,0,942425,0,-942425
8/29/2006,0,3958795,0,-3958800
8/30/2006,0,1778822,0,-1778820
8/31/2006,0,1289888,0,-1289890
9/1/2006,0,2106012,0,-2106010
9/2/2006,0,5143786,0,-5143790
9/3/2006,0,2581920,0,-2581920
9/4/2006,0,1415586,0,-1415590
9/5/2006,0,1183717,0,-1183720
9/6/2006,0,898934,0,-898934
9/7/2006,0,769856,0,-769856
9/8/2006,0,689676,0,-689676
9/9/2006,0,624661,0,-624661
9/10/2006,0,568928,0,-568928
9/11/2006,0,530721,0,-530721
9/12/2006,0,500096,0,-500096
9/13/2006,0,490259,0,-490259
9/14/2006,0,3218970,0,-3218970
9/15/2006,0,6133497,0,-6133500
9/16/2006,0,2340754,0,-2340750
9/17/2006,0,1914939,0,-1914940
9/18/2006,0,1533502,0,-1533500
9/19/2006,0,1260930,0,-1260930
9/20/2006,0,1057577,0,-1057580
9/21/2006,0,921576,0,-921576
9/22/2006,0,772365,0,-772365
9/23/2006,0,772012,0,-772012
9/24/2006,0,661016,0,-661016
9/25/2006,0,591737,0,-591737
9/26/2006,0,550163,0,-550163
9/27/2006,0,516859,0,-516859
9/28/2006,0,1646167,0,-1646170
9/29/2006,0,766199,0,-766199
9/30/2006,0,776144,0,-776144
10/1/2006,0,944461,0,-944461
10/2/2006,0,780102,0,-780102
10/3/2006,0,721720,0,-721720
10/4/2006,0,2071698,0,-2071700
10/5/2006,0,1387859,0,-1387860
10/6/2006,0,1134047,0,-1134050
10/7/2006,0,873962,0,-873962
10/8/2006,0,746169,0,-746169
10/9/2006,0,654322,0,-654322
10/10/2006,0,589928,0,-589928
10/11/2006,0,708464,0,-708464
10/12/2006,0,574917,0,-574917
10/13/2006,0,514875,0,-514875
10/14/2006,0,477353,0,-477353
10/15/2006,0,447898,0,-447898
10/16/2006,0,423035,0,-423035
10/17/2006,0,1752219,0,-1752220
10/18/2006,0,798005,0,-798005
10/19/2006,0,1046166,0,-1046170
10/20/2006,0,1741720,0,-1741720
10/21/2006,0,1144559,0,-1144560
10/22/2006,0,1124595,0,-1124590
10/23/2006,0,944291,0,-944291
10/24/2006,0,827907,0,-827907
10/25/2006,0,680977,0,-680977
10/26/2006,0,595928,0,-595928
10/27/2006,0,1209824,0,-1209820
10/28/2006,0,5230466,0,-5230470
10/29/2006,0,2026399,0,-2026400
10/30/2006,0,1658074,0,-1658070
10/31/2006,0,1371566,0,-1371570
11/1/2006,0,1513511,0,-1513510
11/2/2006,0,1764460,0,-1764460
11/3/2006,0,1369988,0,-1369990
11/4/2006,0,1119696,0,-1119700
11/5/2006,0,902779,0,-902779
11/6/2006,0,789307,0,-789307
11/7/2006,0,735097,0,-735097
11/8/2006,0,3729470,0,-3729470
11/9/2006,0,1631936,0,-1631940
11/10/2006,0,1427038,0,-1427040
11/11/2006,0,1259424,0,-1259420
11/12/2006,0,1728876,0,-1728880
11/13/2006,0,1512310,0,-1512310
11/14/2006,0,1264891,0,-1264890
11/15/2006,0,1108009,0,-1108010
11/16/2006,0,7025222,0,-7025220
11/17/2006,0,2894976,0,-2894980
11/18/2006,0,2092278,0,-2092280
11/19/2006,0,1685182,0,-1685180
11/20/2006,0,1413303,0,-1413300
11/21/2006,0,1242437,0,-1242440
11/22/2006,0,1522839,0,-1522840
11/23/2006,0,2640518,0,-2640520
11/24/2006,0,1644316,0,-1644320
11/25/2006,0,1362827,0,-1362830
11/26/2006,0,1204616,0,-1204620
11/27/2006,0,1094591,0,-1094590
11/28/2006,0,1007618,0,-1007620
11/29/2006,0,935051,0,-935051
11/30/2006,0,861413,0,-861413
12/1/2006,0,1033395,0,-1033400
12/2/2006,0,834230,0,-834230
12/3/2006,0,776200,0,-776200
12/4/2006,0,728469,0,-728469
12/5/2006,0,688198,0,-688198
12/6/2006,0,652806,0,-652806
12/7/2006,0,620591,0,-620591
12/8/2006,0,591193,0,-591193
12/9/2006,0,557212,0,-557212
12/10/2006,0,527013,0,-527013
12/11/2006,0,499416,0,-499416
12/12/2006,0,474063,0,-474063
12/13/2006,0,590122,0,-590122
12/14/2006,0,468062,0,-468062
12/15/2006,0,449785,0,-449785
12/16/2006,0,432343,0,-432343
12/17/2006,0,415596,0,-415596
12/18/2006,0,405543,0,-405543
12/19/2006,0,384141,0,-384141
12/20/2006,0,369372,0,-369372
12/21/2006,0,350966,0,-350966
12/22/2006,0,1414231,0,-1414230
12/23/2006,0,1102928,0,-1102930
12/24/2006,0,817669,0,-817669
12/25/2006,0,2136379,0,-2136380
12/26/2006,0,1447123,0,-1447120
12/27/2006,0,1216344,0,-1216340
12/28/2006,0,1042741,0,-1042740
12/29/2006,0,903809,0,-903809
12/30/2006,0,737946,0,-737946
12/31/2006,0,632236,0,-632236
1/1/2007,0,2364092,0,-2364090
1/2/2007,0,1228661,0,-1228660
1/3/2007,0,1033322,0,-1033320
1/4/2007,0,913257,0,-913257
1/5/2007,0,1162406,0,-1162410
1/6/2007,0,1315253,0,-1315250
1/7/2007,0,2563281,0,-2563280
1/8/2007,0,3528024,0,-3528020
1/9/2007,0,1946579,0,-1946580
1/10/2007,0,1481172,0,-1481170
1/11/2007,0,1233305,0,-1233310
1/12/2007,0,1076852,0,-1076850
1/13/2007,0,1062214,0,-1062210
1/14/2007,0,1017636,0,-1017640
1/15/2007,0,935259,0,-935259
1/16/2007,0,796212,0,-796212
1/17/2007,0,723820,0,-723820
1/18/2007,0,672986,0,-672986
1/19/2007,0,631727,0,-631727
1/20/2007,0,596642,0,-596642
1/21/2007,0,564091,0,-564091
1/22/2007,0,533691,0,-533691
1/23/2007,0,505411,0,-505411
1/24/2007,0,479937,0,-479937
1/25/2007,0,456942,0,-456942
1/26/2007,0,435385,0,-435385
1/27/2007,0,415830,0,-415830
1/28/2007,0,400019,0,-400019
1/29/2007,0,380626,0,-380626
1/30/2007,0,364310,0,-364310
1/31/2007,0,349147,0,-349147
2/1/2007,0,336912,0,-336912
2/2/2007,0,417608,0,-417608
2/3/2007,0,313385,0,-313385
2/4/2007,0,300986,0,-300986
2/5/2007,0,289962,0,-289962
2/6/2007,0,279520,0,-279520
2/7/2007,0,269555,0,-269555
2/8/2007,0,260041,0,-260041
2/9/2007,0,250952,0,-250952
2/10/2007,0,241782,0,-241782
2/11/2007,0,233028,0,-233028
2/12/2007,0,224650,0,-224650
2/13/2007,0,245395,0,-245395
2/14/2007,0,210793,0,-210793
2/15/2007,0,203623,0,-203623
2/16/2007,0,196771,0,-196771
2/17/2007,0,190186,0,-190186
2/18/2007,0,183827,0,-183827
2/19/2007,0,177708,0,-177708
2/20/2007,0,544792,0,-544792
2/21/2007,0,1319290,0,-1319290
2/22/2007,0,3129516,0,-3129520
2/23/2007,0,1345799,0,-1345800
2/24/2007,0,775924,0,-775924
2/25/2007,0,1340602,0,-1340600
2/26/2007,0,2251796,0,-2251800
2/27/2007,0,3591290,0,-3591290
2/28/2007,0,2897224,0,-2897220
3/1/2007,0,2577755,0,-2577760
3/2/2007,0,7945814,0,-7945810
3/3/2007,0,2156468,0,-2156470
3/4/2007,0,1462282,0,-1462280
3/5/2007,0,1148532,0,-1148530
3/6/2007,0,964456,0,-964456
3/7/2007,0,835713,0,-835713
3/8/2007,0,747081,0,-747081
3/9/2007,0,681998,0,-681998
3/10/2007,0,935203,0,-935203
3/11/2007,0,794995,0,-794995
3/12/2007,0,596443,0,-596443
3/13/2007,0,559156,0,-559156
3/14/2007,0,621562,0,-621562
3/15/2007,0,1317344,0,-1317340
3/16/2007,0,3585089,0,-3585090
3/17/2007,0,1064046,0,-1064050
3/18/2007,0,1047104,0,-1047100
3/19/2007,0,1267467,0,-1267470
3/20/2007,0,1681490,0,-1681490
3/21/2007,0,1159468,0,-1159470
3/22/2007,0,1513804,0,-1513800
3/23/2007,0,1711752,0,-1711750
3/24/2007,0,1299287,0,-1299290
3/25/2007,0,982383,0,-982383
3/26/2007,0,838778,0,-838778
3/27/2007,0,738388,0,-738388
3/28/2007,0,665461,0,-665461
3/29/2007,0,606779,0,-606779
3/30/2007,0,558618,0,-558618
3/31/2007,0,515914,0,-515914
4/1/2007,0,760253,0,-760253
4/2/2007,0,524187,0,-524187
4/3/2007,0,491827,0,-491827
4/4/2007,0,780469,0,-780469
4/5/2007,0,548521,0,-548521
4/6/2007,0,534882,0,-534882
4/7/2007,0,515553,0,-515553
4/8/2007,0,495023,0,-495023
4/9/2007,0,457560,0,-457560
4/10/2007,0,426442,0,-426442
4/11/2007,0,472956,0,-472956
4/12/2007,0,1098016,0,-1098020
4/13/2007,0,621541,0,-621541
4/14/2007,0,784262,0,-784262
4/15/2007,0,11020741,0,-11020700
4/16/2007,0,6268646,0,-6268650
4/17/2007,0,2948594,0,-2948590
4/18/2007,0,2027481,0,-2027480
4/19/2007,0,1530179,0,-1530180
4/20/2007,0,1209081,0,-1209080
4/21/2007,0,1027756,0,-1027760
4/22/2007,0,901688,0,-901688
4/23/2007,0,775114,0,-775114
4/24/2007,0,697801,0,-697801
4/25/2007,0,890847,0,-890847
4/26/2007,0,1562750,0,-1562750
4/27/2007,0,1997714,0,-1997710
4/28/2007,0,1137894,0,-1137890
4/29/2007,0,1095515,0,-1095520
4/30/2007,0,1038307,0,-1038310
5/1/2007,0,1690092,0,-1690090
5/2/2007,0,1251992,0,-1251990
5/3/2007,0,1013187,0,-1013190
5/4/2007,0,831842,0,-831842
5/5/2007,0,709848,0,-709848
5/6/2007,0,636623,0,-636623
5/7/2007,0,586183,0,-586183
5/8/2007,0,546805,0,-546805
5/9/2007,0,510301,0,-510301
5/10/2007,0,492009,0,-492009
5/11/2007,0,457123,0,-457123
5/12/2007,0,461460,0,-461460
5/13/2007,0,417579,0,-417579
5/14/2007,0,398115,0,-398115
5/15/2007,0,379586,0,-379586
5/16/2007,0,427316,0,-427316
5/17/2007,0,383944,0,-383944
5/18/2007,0,368764,0,-368764
5/19/2007,0,332178,0,-332178
5/20/2007,0,356939,0,-356939
5/21/2007,0,311720,0,-311720
5/22/2007,0,298707,0,-298707
5/23/2007,0,286958,0,-286958
5/24/2007,0,273634,0,-273634
5/25/2007,0,260361,0,-260361
5/26/2007,0,286264,0,-286264
5/27/2007,0,298030,0,-298030
5/28/2007,0,239003,0,-239003
5/29/2007,0,228019,0,-228019
5/30/2007,0,218104,0,-218104
5/31/2007,0,517385,0,-517385
6/1/2007,0,735670,0,-735670
6/2/2007,0,343782,0,-343782
6/3/2007,0,1271403,0,-1271400
6/4/2007,0,1276803,0,-1276800
6/5/2007,0,743056,0,-743056
6/6/2007,0,619176,0,-619176
6/7/2007,0,516650,0,-516650
6/8/2007,0,486244,0,-486244
6/9/2007,0,366963,0,-366963
6/10/2007,0,723362,0,-723362
6/11/2007,0,488240,0,-488240
6/12/2007,0,697256,0,-697256
6/13/2007,0,583081,0,-583081
6/14/2007,0,404909,0,-404909
6/15/2007,0,357001,0,-357001
6/16/2007,0,487233,0,-487233
6/17/2007,0,391458,0,-391458
6/18/2007,0,317066,0,-317066
6/19/2007,0,2458646,0,-2458650
6/20/2007,0,1283491,0,-1283490
6/21/2007,0,1031670,0,-1031670
6/22/2007,0,717835,0,-717835
6/23/2007,0,578526,0,-578526
6/24/2007,0,477158,0,-477158
6/25/2007,0,455422,0,-455422
