Reservoir Inflows and Outflows
"Scenario: GridMet, Reservoir: Swinging Bridge Monagup and Rio Reservoirs"
Cubic Meter
"Sources and Destinations","Decrease in Storage for Swinging Bridge Monagup and Rio Reservoirs","Increase in Storage for Swinging Bridge Monagup and Rio Reservoirs","Inflow from Upstream","Outflow to Downstream"
3/28/2005,0,0,16208914,-16208900
3/29/2005,0,0,8182764,-8182760
3/30/2005,0,0,2633575,-2633570
3/31/2005,0,0,1834605,-1834610
4/1/2005,0,0,1438826,-1438830
4/2/2005,0,0,29183216,-29183200
4/3/2005,0,0,7443046,-7443050
4/4/2005,0,0,3285157,-3285160
4/5/2005,0,0,1983908,-1983910
4/6/2005,0,0,1234948,-1234950
4/7/2005,0,0,1246548,-1246550
4/8/2005,0,0,648252,-648252
4/9/2005,0,0,464323,-464323
4/10/2005,0,0,264278,-264278
4/11/2005,0,0,158673,-158673
4/12/2005,0,0,102986,-102986
4/13/2005,0,0,70681.5,-70681.5
4/14/2005,0,0,50206.5,-50206.5
4/15/2005,0,0,35319.1,-35319.1
4/16/2005,0,0,25516.3,-25516.3
4/17/2005,0,0,18706.2,-18706.2
4/18/2005,0,0,13574.6,-13574.6
4/19/2005,0,0,9752.2,-9752.2
4/20/2005,0,0,35174.7,-35174.7
4/21/2005,0,0,6523.29,-6523.29
4/22/2005,0,0,85741.3,-85741.3
4/23/2005,0,0,1876416,-1876420
4/24/2005,0,0,949998,-949998
4/25/2005,0,0,246696,-246696
4/26/2005,0,0,306428,-306428
4/27/2005,0,0,2425758,-2425760
4/28/2005,0,0,862131,-862131
4/29/2005,0,0,787958,-787958
4/30/2005,0,0,1476959,-1476960
5/1/2005,0,0,867622,-867622
5/2/2005,0,0,751728,-751728
5/3/2005,0,0,521910,-521910
5/4/2005,0,0,372019,-372019
5/5/2005,0,0,256305,-256305
5/6/2005,0,0,179989,-179989
5/7/2005,0,0,128898,-128898
5/8/2005,0,0,88564.7,-88564.7
5/9/2005,0,0,60785.4,-60785.4
5/10/2005,0,0,40848.4,-40848.4
5/11/2005,0,0,26920.9,-26920.9
5/12/2005,0,0,17598,-17598
5/13/2005,0,0,11738.9,-11738.9
5/14/2005,0,0,238094,-238094
5/15/2005,0,0,31753.5,-31753.5
5/16/2005,0,0,56932.7,-56932.7
5/17/2005,0,0,16417.9,-16417.9
5/18/2005,0,0,13655.2,-13655.2
5/19/2005,0,0,11413.4,-11413.4
5/20/2005,0,0,9601.38,-9601.38
5/21/2005,0,0,26585.3,-26585.3
5/22/2005,0,0,67372.8,-67372.8
5/23/2005,0,0,47593.9,-47593.9
5/24/2005,0,0,172069,-172069
5/25/2005,0,0,67051.2,-67051.2
5/26/2005,0,0,158093,-158093
5/27/2005,0,0,431218,-431218
5/28/2005,0,0,1118712,-1118710
5/29/2005,0,0,198371,-198371
5/30/2005,0,0,283511,-283511
5/31/2005,0,0,185749,-185749
6/1/2005,0,0,161263,-161263
6/2/2005,0,0,129548,-129548
6/3/2005,0,0,248091,-248091
6/4/2005,0,0,110033,-110033
6/5/2005,0,0,61510.2,-61510.2
6/6/2005,0,0,778872,-778872
6/7/2005,0,0,109786,-109786
6/8/2005,0,0,146748,-146748
6/9/2005,0,0,267795,-267795
6/10/2005,0,0,338081,-338081
6/11/2005,0,0,218361,-218361
6/12/2005,0,0,84264.5,-84264.5
6/13/2005,0,0,71108.3,-71108.3
6/14/2005,0,0,35793.8,-35793.8
6/15/2005,0,0,22017.9,-22017.9
6/16/2005,0,0,588870,-588870
6/17/2005,0,0,228277,-228277
6/18/2005,0,0,73478.7,-73478.7
6/19/2005,0,0,52112.7,-52112.7
6/20/2005,0,0,39671,-39671
6/21/2005,0,0,29802.4,-29802.4
6/22/2005,0,0,106770,-106770
6/23/2005,0,0,26477.1,-26477.1
6/24/2005,0,0,16552.9,-16552.9
6/25/2005,0,0,9560.18,-9560.18
6/26/2005,0,0,27566.5,-27566.5
6/27/2005,0,0,9248.9,-9248.9
6/28/2005,0,0,981716,-981716
6/29/2005,0,0,2351380,-2351380
6/30/2005,0,0,195161,-195161
7/1/2005,0,0,648020,-648020
7/2/2005,0,0,250704,-250704
7/3/2005,0,0,227737,-227737
7/4/2005,0,0,194700,-194700
7/5/2005,0,0,992288,-992288
7/6/2005,0,0,1048466,-1048470
7/7/2005,0,0,357250,-357250
7/8/2005,0,0,3367284,-3367280
7/9/2005,0,0,690505,-690505
7/10/2005,0,0,511721,-511721
7/11/2005,0,0,375053,-375053
7/12/2005,0,0,562812,-562812
7/13/2005,0,0,238924,-238924
7/14/2005,0,0,151882,-151882
7/15/2005,0,0,222256,-222256
7/16/2005,0,0,68492.6,-68492.6
7/17/2005,0,0,468483,-468483
7/18/2005,0,0,324640,-324640
7/19/2005,0,0,370140,-370140
7/20/2005,0,0,76741.1,-76741.1
7/21/2005,0,0,66974.7,-66974.7
7/22/2005,0,0,127946,-127946
7/23/2005,0,0,54372.7,-54372.7
7/24/2005,0,0,29456.6,-29456.6
7/25/2005,0,0,60220.6,-60220.6
7/26/2005,0,0,40055.4,-40055.4
7/27/2005,0,0,155506,-155506
7/28/2005,0,0,15614.1,-15614.1
7/29/2005,0,0,10441,-10441
7/30/2005,0,0,6908.96,-6908.96
7/31/2005,0,0,160171,-160171
8/1/2005,0,0,11419.4,-11419.4
8/2/2005,0,0,8451.75,-8451.75
8/3/2005,0,0,6068.43,-6068.43
8/4/2005,0,0,3836.94,-3836.94
8/5/2005,0,0,115666,-115666
8/6/2005,0,0,6205.96,-6205.96
8/7/2005,0,0,4748.71,-4748.71
8/8/2005,0,0,273883,-273883
8/9/2005,0,0,11802.2,-11802.2
8/10/2005,0,0,9745.74,-9745.74
8/11/2005,0,0,7889.28,-7889.28
8/12/2005,0,0,979847,-979847
8/13/2005,0,0,357383,-357383
8/14/2005,0,0,1247432,-1247430
8/15/2005,0,0,261461,-261461
8/16/2005,0,0,316251,-316251
8/17/2005,0,0,190212,-190212
8/18/2005,0,0,157282,-157282
8/19/2005,0,0,214455,-214455
8/20/2005,0,0,161241,-161241
8/21/2005,0,0,82909.3,-82909.3
8/22/2005,0,0,47587.2,-47587.2
8/23/2005,0,0,28891.6,-28891.6
8/24/2005,0,0,17648.2,-17648.2
8/25/2005,0,0,10927.5,-10927.5
8/26/2005,0,0,6944.59,-6944.59
8/27/2005,0,0,23968.1,-23968.1
8/28/2005,0,0,488527,-488527
8/29/2005,0,0,72703.5,-72703.5
8/30/2005,0,0,682440,-682440
8/31/2005,0,0,1067111,-1067110
9/1/2005,0,0,171153,-171153
9/2/2005,0,0,176464,-176464
9/3/2005,0,0,170165,-170165
9/4/2005,0,0,154298,-154298
9/5/2005,0,0,118234,-118234
9/6/2005,0,0,90439.8,-90439.8
9/7/2005,0,0,61640.9,-61640.9
9/8/2005,0,0,37187.3,-37187.3
9/9/2005,0,0,22648,-22648
9/10/2005,0,0,14008.5,-14008.5
9/11/2005,0,0,8945.32,-8945.32
9/12/2005,0,0,5781.15,-5781.15
9/13/2005,0,0,3686.82,-3686.82
9/14/2005,0,0,116816,-116816
9/15/2005,0,0,422868,-422868
9/16/2005,0,0,188268,-188268
9/17/2005,0,0,76310,-76310
9/18/2005,0,0,35467.2,-35467.2
9/19/2005,0,0,34433,-34433
9/20/2005,0,0,32376.9,-32376.9
9/21/2005,0,0,29709.5,-29709.5
9/22/2005,0,0,24671.5,-24671.5
9/23/2005,0,0,17227.8,-17227.8
9/24/2005,0,0,11604.5,-11604.5
9/25/2005,0,0,8619.29,-8619.29
9/26/2005,0,0,1128367,-1128370
9/27/2005,0,0,85284.8,-85284.8
9/28/2005,0,0,92395.2,-92395.2
9/29/2005,0,0,648914,-648914
9/30/2005,0,0,174795,-174795
10/1/2005,0,0,183636,-183636
10/2/2005,0,0,182377,-182377
10/3/2005,0,0,172537,-172537
10/4/2005,0,0,126549,-126549
10/5/2005,0,0,93709.8,-93709.8
10/6/2005,0,0,69824.6,-69824.6
10/7/2005,0,0,4475028,-4475030
10/8/2005,0,0,46051856,-46051900
10/9/2005,0,0,4056936,-4056940
10/10/2005,0,0,3877455,-3877450
10/11/2005,0,0,5126454,-5126450
10/12/2005,0,0,24004852,-24004900
10/13/2005,0,0,11618152,-11618200
10/14/2005,0,0,9626981,-9626980
10/15/2005,0,0,4105140,-4105140
10/16/2005,0,0,1958849,-1958850
10/17/2005,0,0,1038228,-1038230
10/18/2005,0,0,756244,-756244
10/19/2005,0,0,458294,-458294
10/20/2005,0,0,256381,-256381
10/21/2005,0,0,155691,-155691
10/22/2005,0,0,5331814,-5331810
10/23/2005,0,0,1009143,-1009140
10/24/2005,0,0,3441942,-3441940
10/25/2005,0,0,6657031,-6657030
10/26/2005,0,0,2873800,-2873800
10/27/2005,0,0,2315479,-2315480
10/28/2005,0,0,1953608,-1953610
10/29/2005,0,0,1588807,-1588810
10/30/2005,0,0,1052736,-1052740
10/31/2005,0,0,721430,-721430
11/1/2005,0,0,662468,-662468
11/2/2005,0,0,355380,-355380
11/3/2005,0,0,234232,-234232
11/4/2005,0,0,161913,-161913
11/5/2005,0,0,115539,-115539
11/6/2005,0,0,416960,-416960
11/7/2005,0,0,114338,-114338
11/8/2005,0,0,96186.2,-96186.2
11/9/2005,0,0,1325316,-1325320
11/10/2005,0,0,262438,-262438
11/11/2005,0,0,266050,-266050
11/12/2005,0,0,268368,-268368
11/13/2005,0,0,266368,-266368
11/14/2005,0,0,311788,-311788
11/15/2005,0,0,888584,-888584
11/16/2005,0,0,3498936,-3498940
11/17/2005,0,0,967712,-967712
11/18/2005,0,0,886146,-886146
11/19/2005,0,0,804560,-804560
11/20/2005,0,0,720632,-720632
11/21/2005,0,0,1282126,-1282130
11/22/2005,0,0,1856066,-1856070
11/23/2005,0,0,986048,-986048
11/24/2005,0,0,755742,-755742
11/25/2005,0,0,599494,-599494
11/26/2005,0,0,487520,-487520
11/27/2005,0,0,403666,-403666
11/28/2005,0,0,338500,-338500
11/29/2005,0,0,8577326,-8577330
11/30/2005,0,0,2763266,-2763270
12/1/2005,0,0,1781796,-1781800
12/2/2005,0,0,1692636,-1692640
12/3/2005,0,0,1374216,-1374220
12/4/2005,0,0,1173536,-1173540
12/5/2005,0,0,996572,-996572
12/6/2005,0,0,845678,-845678
12/7/2005,0,0,570754,-570754
12/8/2005,0,0,400172,-400172
12/9/2005,0,0,293528,-293528
12/10/2005,0,0,222734,-222734
12/11/2005,0,0,174692,-174692
12/12/2005,0,0,141481,-141481
12/13/2005,0,0,118267,-118267
12/14/2005,0,0,102127,-102127
12/15/2005,0,0,90124.3,-90124.3
12/16/2005,0,0,197881,-197881
12/17/2005,0,0,74062.6,-74062.6
12/18/2005,0,0,66589.6,-66589.6
12/19/2005,0,0,60290.8,-60290.8
12/20/2005,0,0,54970.1,-54970.1
12/21/2005,0,0,50389.7,-50389.7
12/22/2005,0,0,46241.2,-46241.2
12/23/2005,0,0,42312.6,-42312.6
12/24/2005,0,0,38218.8,-38218.8
12/25/2005,0,0,1487746,-1487750
12/26/2005,0,0,196820,-196820
12/27/2005,0,0,103566,-103566
12/28/2005,0,0,106879,-106879
12/29/2005,0,0,1313196,-1313200
12/30/2005,0,0,181587,-181587
12/31/2005,0,0,190763,-190763
1/1/2006,0,0,197108,-197108
1/2/2006,0,0,965924,-965924
1/3/2006,0,0,1101281,-1101280
1/4/2006,0,0,306804,-306804
1/5/2006,0,0,345689,-345689
1/6/2006,0,0,269290,-269290
1/7/2006,0,0,234423,-234423
1/8/2006,0,0,215902,-215902
1/9/2006,0,0,198036,-198036
1/10/2006,0,0,173813,-173813
1/11/2006,0,0,1527833,-1527830
1/12/2006,0,0,228437,-228437
1/13/2006,0,0,205708,-205708
1/14/2006,0,0,5295477,-5295480
1/15/2006,0,0,949418,-949418
1/16/2006,0,0,655364,-655364
1/17/2006,0,0,663310,-663310
1/18/2006,0,0,6687813,-6687810
1/19/2006,0,0,1384695,-1384690
1/20/2006,0,0,1451076,-1451080
1/21/2006,0,0,1432978,-1432980
1/22/2006,0,0,1333689,-1333690
1/23/2006,0,0,1575201,-1575200
1/24/2006,0,0,643183,-643183
1/25/2006,0,0,588650,-588650
1/26/2006,0,0,391939,-391939
1/27/2006,0,0,302414,-302414
1/28/2006,0,0,274067,-274067
1/29/2006,0,0,1454860,-1454860
1/30/2006,0,0,1553211,-1553210
1/31/2006,0,0,4283042,-4283040
2/1/2006,0,0,3544322,-3544320
2/2/2006,0,0,4238454,-4238450
2/3/2006,0,0,10171784,-10171800
2/4/2006,0,0,10103485,-10103500
2/5/2006,0,0,6800936,-6800940
2/6/2006,0,0,6342806,-6342810
2/7/2006,0,0,2677378,-2677380
2/8/2006,0,0,1876578,-1876580
2/9/2006,0,0,1319859,-1319860
2/10/2006,0,0,933734,-933734
2/11/2006,0,0,634818,-634818
2/12/2006,0,0,426916,-426916
2/13/2006,0,0,295374,-295374
2/14/2006,0,0,208216,-208216
2/15/2006,0,0,917342,-917342
2/16/2006,0,0,1761945,-1761940
2/17/2006,0,0,3768776,-3768780
2/18/2006,0,0,2070766,-2070770
2/19/2006,0,0,734889,-734889
2/20/2006,0,0,739298,-739298
2/21/2006,0,0,719279,-719279
2/22/2006,0,0,686917,-686917
2/23/2006,0,0,870604,-870604
2/24/2006,0,0,1102371,-1102370
2/25/2006,0,0,497110,-497110
2/26/2006,0,0,380696,-380696
2/27/2006,0,0,300186,-300186
2/28/2006,0,0,242622,-242622
3/1/2006,0,0,199649,-199649
3/2/2006,0,0,166837,-166837
3/3/2006,0,0,140347,-140347
3/4/2006,0,0,117273,-117273
3/5/2006,0,0,99289.3,-99289.3
3/6/2006,0,0,353778,-353778
3/7/2006,0,0,193901,-193901
3/8/2006,0,0,157519,-157519
3/9/2006,0,0,929106,-929106
3/10/2006,0,0,968989,-968989
3/11/2006,0,0,163081,-163081
3/12/2006,0,0,292856,-292856
3/13/2006,0,0,2139740,-2139740
3/14/2006,0,0,423087,-423087
3/15/2006,0,0,323792,-323792
3/16/2006,0,0,266648,-266648
3/17/2006,0,0,238389,-238389
3/18/2006,0,0,204341,-204341
3/19/2006,0,0,177629,-177629
3/20/2006,0,0,155018,-155018
3/21/2006,0,0,124138,-124138
3/22/2006,0,0,100277,-100277
3/23/2006,0,0,81900.5,-81900.5
3/24/2006,0,0,106504,-106504
3/25/2006,0,0,152287,-152287
3/26/2006,0,0,111404,-111404
3/27/2006,0,0,65151.4,-65151.4
3/28/2006,0,0,54046.2,-54046.2
3/29/2006,0,0,45398.3,-45398.3
3/30/2006,0,0,38278.2,-38278.2
3/31/2006,0,0,31772.7,-31772.7
4/1/2006,0,0,557920,-557920
4/2/2006,0,0,39683.2,-39683.2
4/3/2006,0,0,1424270,-1424270
4/4/2006,0,0,780905,-780905
4/5/2006,0,0,166984,-166984
4/6/2006,0,0,134451,-134451
4/7/2006,0,0,605198,-605198
4/8/2006,0,0,584633,-584633
4/9/2006,0,0,286880,-286880
4/10/2006,0,0,280255,-280255
4/11/2006,0,0,240785,-240785
4/12/2006,0,0,195576,-195576
4/13/2006,0,0,312557,-312557
4/14/2006,0,0,873815,-873815
4/15/2006,0,0,259008,-259008
4/16/2006,0,0,200494,-200494
4/17/2006,0,0,156605,-156605
4/18/2006,0,0,124432,-124432
4/19/2006,0,0,98098.5,-98098.5
4/20/2006,0,0,76467.9,-76467.9
4/21/2006,0,0,57665.9,-57665.9
4/22/2006,0,0,3259759,-3259760
4/23/2006,0,0,3265209,-3265210
4/24/2006,0,0,4307000,-4307000
4/25/2006,0,0,1412470,-1412470
4/26/2006,0,0,1348451,-1348450
4/27/2006,0,0,1198131,-1198130
4/28/2006,0,0,1013062,-1013060
4/29/2006,0,0,828752,-828752
4/30/2006,0,0,553580,-553580
5/1/2006,0,0,347307,-347307
5/2/2006,0,0,204623,-204623
5/3/2006,0,0,123651,-123651
5/4/2006,0,0,75935.2,-75935.2
5/5/2006,0,0,46920.6,-46920.6
5/6/2006,0,0,29477.9,-29477.9
5/7/2006,0,0,19186.4,-19186.4
5/8/2006,0,0,12810.3,-12810.3
5/9/2006,0,0,8662.49,-8662.49
5/10/2006,0,0,5891.61,-5891.61
5/11/2006,0,0,1086458,-1086460
5/12/2006,0,0,2110588,-2110590
5/13/2006,0,0,882109,-882109
5/14/2006,0,0,355897,-355897
5/15/2006,0,0,1045259,-1045260
5/16/2006,0,0,3756950,-3756950
5/17/2006,0,0,1392010,-1392010
5/18/2006,0,0,1787801,-1787800
5/19/2006,0,0,1953851,-1953850
5/20/2006,0,0,1066552,-1066550
5/21/2006,0,0,1065312,-1065310
5/22/2006,0,0,607912,-607912
5/23/2006,0,0,434091,-434091
5/24/2006,0,0,279390,-279390
5/25/2006,0,0,182462,-182462
5/26/2006,0,0,1002974,-1002970
5/27/2006,0,0,268831,-268831
5/28/2006,0,0,180440,-180440
5/29/2006,0,0,124325,-124325
5/30/2006,0,0,1113476,-1113480
5/31/2006,0,0,215500,-215500
6/1/2006,0,0,955674,-955674
6/2/2006,0,0,562236,-562236
6/3/2006,0,0,1925499,-1925500
6/4/2006,0,0,1139208,-1139210
6/5/2006,0,0,538437,-538437
6/6/2006,0,0,438827,-438827
6/7/2006,0,0,2900156,-2900160
6/8/2006,0,0,1493706,-1493710
6/9/2006,0,0,1448575,-1448580
6/10/2006,0,0,734693,-734693
6/11/2006,0,0,507091,-507091
6/12/2006,0,0,347159,-347159
6/13/2006,0,0,237577,-237577
6/14/2006,0,0,595802,-595802
6/15/2006,0,0,188129,-188129
6/16/2006,0,0,114080,-114080
6/17/2006,0,0,67389,-67389
6/18/2006,0,0,39852.4,-39852.4
6/19/2006,0,0,111071,-111071
6/20/2006,0,0,48108.5,-48108.5
6/21/2006,0,0,16564.5,-16564.5
6/22/2006,0,0,29530.9,-29530.9
6/23/2006,0,0,106373,-106373
6/24/2006,0,0,486203,-486203
6/25/2006,0,0,9973705,-9973700
6/26/2006,0,0,17994534,-17994500
6/27/2006,0,0,15755034,-15755000
6/28/2006,0,0,13170234,-13170200
6/29/2006,0,0,6371193,-6371190
6/30/2006,0,0,3613992,-3613990
7/1/2006,0,0,2084042,-2084040
7/2/2006,0,0,1324781,-1324780
7/3/2006,0,0,623591,-623591
7/4/2006,0,0,567129,-567129
7/5/2006,0,0,251979,-251979
7/6/2006,0,0,109469,-109469
7/7/2006,0,0,47956,-47956
7/8/2006,0,0,24082.4,-24082.4
7/9/2006,0,0,23984.8,-23984.8
7/10/2006,0,0,7787.07,-7787.07
7/11/2006,0,0,68164.4,-68164.4
7/12/2006,0,0,269420,-269420
7/13/2006,0,0,19342.1,-19342.1
7/14/2006,0,0,10998.7,-10998.7
7/15/2006,0,0,86714.9,-86714.9
7/16/2006,0,0,9589.42,-9589.42
7/17/2006,0,0,7125.34,-7125.34
7/18/2006,0,0,8135.28,-8135.28
7/19/2006,0,0,3589.19,-3589.19
7/20/2006,0,0,1999.56,-1999.56
7/21/2006,0,0,273754,-273754
7/22/2006,0,0,3413689,-3413690
7/23/2006,0,0,177518,-177518
7/24/2006,0,0,217664,-217664
7/25/2006,0,0,228484,-228484
7/26/2006,0,0,259241,-259241
7/27/2006,0,0,532735,-532735
7/28/2006,0,0,1374485,-1374490
7/29/2006,0,0,468130,-468130
7/30/2006,0,0,282562,-282562
7/31/2006,0,0,159989,-159989
8/1/2006,0,0,114110,-114110
8/2/2006,0,0,59422.3,-59422.3
8/3/2006,0,0,304923,-304923
8/4/2006,0,0,63673.3,-63673.3
8/5/2006,0,0,32401,-32401
8/6/2006,0,0,19106.2,-19106.2
8/7/2006,0,0,112746,-112746
8/8/2006,0,0,14094.5,-14094.5
8/9/2006,0,0,9508.33,-9508.33
8/10/2006,0,0,17006.7,-17006.7
8/11/2006,0,0,5587.99,-5587.99
8/12/2006,0,0,12299.2,-12299.2
8/13/2006,0,0,2447.01,-2447.01
8/14/2006,0,0,10575.3,-10575.3
8/15/2006,0,0,263442,-263442
8/16/2006,0,0,8546.72,-8546.72
8/17/2006,0,0,7490.71,-7490.71
8/18/2006,0,0,6324.74,-6324.74
8/19/2006,0,0,1259832,-1259830
8/20/2006,0,0,175076,-175076
8/21/2006,0,0,100661,-100661
8/22/2006,0,0,125502,-125502
8/23/2006,0,0,89989.2,-89989.2
8/24/2006,0,0,90694,-90694
8/25/2006,0,0,1482088,-1482090
8/26/2006,0,0,1532318,-1532320
8/27/2006,0,0,8457137,-8457140
8/28/2006,0,0,2262116,-2262120
8/29/2006,0,0,14469796,-14469800
8/30/2006,0,0,3450475,-3450480
8/31/2006,0,0,2537374,-2537370
9/1/2006,0,0,2699614,-2699610
9/2/2006,0,0,4537952,-4537950
9/3/2006,0,0,2285842,-2285840
9/4/2006,0,0,1191231,-1191230
9/5/2006,0,0,1112540,-1112540
9/6/2006,0,0,502744,-502744
9/7/2006,0,0,314320,-314320
9/8/2006,0,0,193914,-193914
9/9/2006,0,0,483564,-483564
9/10/2006,0,0,141253,-141253
9/11/2006,0,0,94315,-94315
9/12/2006,0,0,68367.7,-68367.7
9/13/2006,0,0,74729.8,-74729.8
9/14/2006,0,0,7308312,-7308310
9/15/2006,0,0,4401211,-4401210
9/16/2006,0,0,1400960,-1400960
9/17/2006,0,0,1322389,-1322390
9/18/2006,0,0,1137398,-1137400
9/19/2006,0,0,1436677,-1436680
9/20/2006,0,0,906126,-906126
9/21/2006,0,0,722597,-722597
9/22/2006,0,0,439334,-439334
9/23/2006,0,0,447907,-447907
9/24/2006,0,0,292430,-292430
9/25/2006,0,0,148178,-148178
9/26/2006,0,0,100216,-100216
9/27/2006,0,0,68626.7,-68626.7
9/28/2006,0,0,1973789,-1973790
9/29/2006,0,0,636522,-636522
9/30/2006,0,0,592337,-592337
10/1/2006,0,0,2127466,-2127470
10/2/2006,0,0,679492,-679492
10/3/2006,0,0,646776,-646776
10/4/2006,0,0,1009964,-1009960
10/5/2006,0,0,631719,-631719
10/6/2006,0,0,468189,-468189
10/7/2006,0,0,352278,-352278
10/8/2006,0,0,264795,-264795
10/9/2006,0,0,181026,-181026
10/10/2006,0,0,124612,-124612
10/11/2006,0,0,929088,-929088
10/12/2006,0,0,366311,-366311
10/13/2006,0,0,200170,-200170
10/14/2006,0,0,175767,-175767
10/15/2006,0,0,156884,-156884
10/16/2006,0,0,141166,-141166
10/17/2006,0,0,4190182,-4190180
10/18/2006,0,0,877260,-877260
10/19/2006,0,0,1950290,-1950290
10/20/2006,0,0,4564799,-4564800
10/21/2006,0,0,1643288,-1643290
10/22/2006,0,0,1503237,-1503240
10/23/2006,0,0,1246336,-1246340
10/24/2006,0,0,1040546,-1040550
10/25/2006,0,0,730509,-730509
10/26/2006,0,0,532126,-532126
10/27/2006,0,0,1407793,-1407790
10/28/2006,0,0,10639242,-10639200
10/29/2006,0,0,2323991,-2323990
10/30/2006,0,0,1942470,-1942470
10/31/2006,0,0,1598990,-1598990
11/1/2006,0,0,1791230,-1791230
11/2/2006,0,0,2661480,-2661480
11/3/2006,0,0,1474600,-1474600
11/4/2006,0,0,1144880,-1144880
11/5/2006,0,0,731266,-731266
11/6/2006,0,0,497924,-497924
11/7/2006,0,0,387928,-387928
11/8/2006,0,0,6903080,-6903080
11/9/2006,0,0,1598360,-1598360
11/10/2006,0,0,1329040,-1329040
11/11/2006,0,0,1116370,-1116370
11/12/2006,0,0,1536370,-1536370
11/13/2006,0,0,1285170,-1285170
11/14/2006,0,0,1116760,-1116760
11/15/2006,0,0,995998,-995998
11/16/2006,0,0,6634220,-6634220
11/17/2006,0,0,1891530,-1891530
11/18/2006,0,0,1450270,-1450270
11/19/2006,0,0,1150630,-1150630
11/20/2006,0,0,913517,-913517
11/21/2006,0,0,735407,-735407
11/22/2006,0,0,612748,-612748
11/23/2006,0,0,2305430,-2305430
11/24/2006,0,0,860601,-860601
11/25/2006,0,0,661052,-661052
11/26/2006,0,0,527278,-527278
11/27/2006,0,0,431201,-431201
11/28/2006,0,0,359045,-359045
11/29/2006,0,0,303547,-303547
11/30/2006,0,0,298710,-298710
12/1/2006,0,0,2476310,-2476310
12/2/2006,0,0,830316,-830316
12/3/2006,0,0,622384,-622384
12/4/2006,0,0,558122,-558122
12/5/2006,0,0,512203,-512203
12/6/2006,0,0,471690,-471690
12/7/2006,0,0,443423,-443423
12/8/2006,0,0,399027,-399027
12/9/2006,0,0,315118,-315118
12/10/2006,0,0,251300,-251300
12/11/2006,0,0,201535,-201535
12/12/2006,0,0,163299,-163299
12/13/2006,0,0,624419,-624419
12/14/2006,0,0,206808,-206808
12/15/2006,0,0,360742,-360742
12/16/2006,0,0,179871,-179871
12/17/2006,0,0,163891,-163891
12/18/2006,0,0,216229,-216229
12/19/2006,0,0,142403,-142403
12/20/2006,0,0,132244,-132244
12/21/2006,0,0,114316,-114316
12/22/2006,0,0,1344880,-1344880
12/23/2006,0,0,792799,-792799
12/24/2006,0,0,253751,-253751
12/25/2006,0,0,906822,-906822
12/26/2006,0,0,501718,-501718
12/27/2006,0,0,414452,-414452
12/28/2006,0,0,391403,-391403
12/29/2006,0,0,380330,-380330
12/30/2006,0,0,339679,-339679
12/31/2006,0,0,291363,-291363
1/1/2007,0,0,2178462,-2178460
1/2/2007,0,0,555630,-555630
1/3/2007,0,0,476683,-476683
1/4/2007,0,0,422913,-422913
1/5/2007,0,0,3184838,-3184840
1/6/2007,0,0,2458309,-2458310
1/7/2007,0,0,5268450,-5268450
1/8/2007,0,0,6570752,-6570750
1/9/2007,0,0,1933324,-1933320
1/10/2007,0,0,1596825,-1596820
1/11/2007,0,0,1325216,-1325220
1/12/2007,0,0,1096938,-1096940
1/13/2007,0,0,1838729,-1838730
1/14/2007,0,0,1497811,-1497810
1/15/2007,0,0,3211152,-3211150
1/16/2007,0,0,1237064,-1237060
1/17/2007,0,0,963423,-963423
1/18/2007,0,0,786357,-786357
1/19/2007,0,0,658230,-658230
1/20/2007,0,0,561442,-561442
1/21/2007,0,0,466582,-466582
1/22/2007,0,0,387709,-387709
1/23/2007,0,0,297186,-297186
1/24/2007,0,0,235296,-235296
1/25/2007,0,0,189471,-189471
1/26/2007,0,0,157121,-157121
1/27/2007,0,0,133471,-133471
1/28/2007,0,0,114720,-114720
1/29/2007,0,0,99359.1,-99359.1
1/30/2007,0,0,87282.8,-87282.8
1/31/2007,0,0,77555.6,-77555.6
2/1/2007,0,0,69321.6,-69321.6
2/2/2007,0,0,71829.8,-71829.8
2/3/2007,0,0,55818,-55818
2/4/2007,0,0,50473.6,-50473.6
2/5/2007,0,0,46122,-46122
2/6/2007,0,0,42403.5,-42403.5
2/7/2007,0,0,39063.4,-39063.4
2/8/2007,0,0,36052.2,-36052.2
2/9/2007,0,0,33327.3,-33327.3
2/10/2007,0,0,30831.4,-30831.4
2/11/2007,0,0,28567.1,-28567.1
2/12/2007,0,0,26448.9,-26448.9
2/13/2007,0,0,24418.6,-24418.6
2/14/2007,0,0,22550.4,-22550.4
2/15/2007,0,0,20892.9,-20892.9
2/16/2007,0,0,19424.2,-19424.2
2/17/2007,0,0,18066.5,-18066.5
2/18/2007,0,0,16740.5,-16740.5
2/19/2007,0,0,15514.5,-15514.5
2/20/2007,0,0,204041,-204041
2/21/2007,0,0,1034762,-1034760
2/22/2007,0,0,2331993,-2331990
2/23/2007,0,0,130706,-130706
2/24/2007,0,0,158980,-158980
2/25/2007,0,0,185488,-185488
2/26/2007,0,0,303235,-303235
2/27/2007,0,0,1359597,-1359600
2/28/2007,0,0,2029647,-2029650
3/1/2007,0,0,1309428,-1309430
3/2/2007,0,0,5656639,-5656640
3/3/2007,0,0,4116159,-4116160
3/4/2007,0,0,5221280,-5221280
3/5/2007,0,0,1626630,-1626630
3/6/2007,0,0,1446541,-1446540
3/7/2007,0,0,1229161,-1229160
3/8/2007,0,0,998172,-998172
